movieId,tagId,relevance
6538,984,0.0974999999999999
1797,561,0.0045
76130,252,0.0484999999999999
27876,134,0.0519999999999999
7013,42,0.0374999999999999
90249,642,0.2415
31114,795,0.0107499999999999
94810,915,0.05625
69394,322,0.06175
4089,972,0.3632499999999999
80693,856,0.0122499999999999
1728,933,0.21775
5476,548,0.16575
80166,354,0.03975
5981,1113,0.1545
1937,390,0.2125
172,192,0.4054999999999999
111389,310,0.0155
169900,314,0.16225
698,467,0.0374999999999999
5530,682,0.18025
155078,165,0.14625
95309,900,0.20475
1882,860,0.1982499999999999
8132,330,0.0935
91483,835,0.026
3817,398,0.0085
5816,75,0.1215
2667,77,0.075
3673,447,0.1995
33435,1032,0.27125
73276,1113,0.03875
116217,421,0.0087499999999999
3418,596,0.0712499999999999
5147,122,0.695
4907,86,0.63125
6454,864,0.0797499999999999
5016,779,0.12175
43,952,0.03925
68838,514,0.009
92751,383,0.1985
2867,595,0.0324999999999999
89074,161,0.0265
101942,210,0.01
55,155,0.1275
106983,195,0.3712499999999999
25946,471,0.03425
1975,468,0.644
3875,828,0.12425
163949,61,0.2319999999999999
2098,876,0.0319999999999999
4295,685,0.0295
7376,516,0.0647499999999999
156755,383,0.14825
6126,570,0.0287499999999999
948,38,0.0197499999999999
95443,543,0.0765
457,240,0.59425
115149,316,0.618
89074,1055,0.05175
1028,354,0.0725
3500,594,0.05625
26248,1109,0.21425
7586,642,0.08825
7417,346,0.0125
68874,846,0.49
89194,825,0.1902499999999999
3531,415,0.355
6872,451,0.0285
94813,26,0.05275
2901,410,0.04375
2952,537,0.05375
61037,521,0.0275
27636,354,0.0925
94841,477,0.0102499999999999
74504,195,0.3455
4780,634,0.05875
84880,216,0.1375
939,1098,0.10675
115149,11,0.022
72386,1041,0.11875
1092,888,0.0529999999999999
2119,19,0.55675
56788,970,0.005
4976,566,0.0504999999999999
143271,892,0.0292499999999999
74789,1017,0.10825
6897,48,0.026
2663,827,0.0374999999999999
55269,571,0.0272499999999999
919,86,0.34025
7128,1023,0.0637499999999999
120825,938,0.0187499999999999
155581,1012,0.2294999999999999
123288,827,0.18725
151113,185,0.3205
60522,909,0.0227499999999999
192561,382,0.1397499999999999
2563,628,0.0177499999999999
4175,728,0.0287499999999999
871,953,0.0682499999999999
5439,53,0.03625
8905,120,0.17075
8636,1109,0.0564999999999999
88069,424,0.5385
5841,655,0.0429999999999999
5679,149,0.139
2202,712,0.22425
2876,1028,0.0225
115664,930,0.0369999999999999
234,577,0.009
65596,830,0.1875
1438,307,0.0215
25901,568,0.09025
4992,142,0.0102499999999999
5470,997,0.1039999999999999
936,312,0.0885
2672,121,0.2025
1149,527,0.11625
7115,208,0.01
36517,840,0.52175
5431,897,0.146
5664,174,0.008
937,17,0.0145
3456,5,0.0842499999999999
633,631,0.0145
6280,631,0.0702499999999999
32381,817,0.04575
100302,999,0.38525
3013,67,0.3419999999999999
56949,1113,0.0695
4149,302,0.3662499999999999
88672,1047,0.059
96510,449,0.0267499999999999
1785,804,0.09
7247,111,0.029
359,162,0.1004999999999999
68472,380,0.0374999999999999
60363,596,0.028
104583,136,0.43825
34177,919,0.3754999999999999
2673,287,0.0384999999999999
3853,440,0.0735
190017,806,0.2194999999999999
27912,180,0.0359999999999999
51471,515,0.03725
2690,793,0.27075
47723,241,0.0374999999999999
144698,431,0.03475
294,342,0.028
147940,777,0.1805
48909,105,0.04875
74,946,0.011
4844,701,0.0539999999999999
163386,86,0.183
74426,239,0.0122499999999999
40010,74,0.0035
6384,925,0.0359999999999999
2087,205,0.0085
60948,642,0.15275
190401,684,0.0424999999999999
6628,878,0.1885
78893,2,0.03725
130492,673,0.0032499999999999
112,1080,0.0035
7230,132,0.1465
60128,342,0.0182499999999999
132965,1103,0.44825
5392,474,0.3369999999999999
31737,1034,0.2085
6333,435,0.0595
3043,112,0.0519999999999999
6645,433,0.067
41699,744,0.085
105340,787,0.6125
36477,429,0.028
2173,1050,0.23025
1678,1097,0.0489999999999999
5387,635,0.0197499999999999
1660,551,0.1594999999999999
184997,662,0.0185
33270,68,0.0277499999999999
2708,1082,0.0257499999999999
1867,813,0.0459999999999999
61,371,0.026
48165,737,0.069
4702,359,0.01
65,365,0.1694999999999999
202101,1000,0.0825
70336,129,0.786
80572,648,0.0605
2840,1024,0.385
4412,473,0.08875
64,575,0.0162499999999999
4335,964,0.0037499999999999
90738,511,0.0257499999999999
7369,920,0.89375
31193,966,0.0252499999999999
26616,1055,0.0549999999999999
94405,1094,0.0155
5449,1024,0.11675
37287,128,0.248
7377,981,0.197
786,375,0.0272499999999999
6940,308,0.04525
3010,86,0.30125
137857,1103,0.0354999999999999
2751,725,0.0765
83796,300,0.27675
3838,559,0.0095
26774,1031,0.093
47084,704,0.0715
2477,152,0.027
261,422,0.05375
8330,672,0.0414999999999999
69644,747,0.0954999999999999
5483,297,0.21975
3648,874,0.05725
48342,583,0.0569999999999999
7306,160,0.393
8532,34,0.022
73319,755,0.015
106,806,0.0484999999999999
5454,131,0.0117499999999999
852,504,0.15425
7771,288,0.10125
4674,493,0.25325
45658,11,0.0212499999999999
67504,48,0.1485
4267,721,0.0479999999999999
26117,157,0.03875
4290,1091,0.2095
6279,435,0.028
5868,32,0.3742499999999999
5037,85,0.072
65259,396,0.2495
160718,572,0.0217499999999999
3365,618,0.32225
173205,616,0.1267499999999999
106441,309,0.05325
52545,1049,0.197
7054,32,0.081
4970,170,0.0282499999999999
6892,570,0.03025
3032,1054,0.3305
109452,3,0.0305
79588,81,0.04875
3705,620,0.1185
2346,62,0.0667499999999999
26741,179,0.04175
1698,1091,0.17975
141702,850,0.27975
3257,985,0.0319999999999999
5267,854,0.2015
1399,1084,0.1014999999999999
4690,998,0.138
3630,776,0.015
101719,103,0.0075
54,172,0.524
418,773,0.068
53038,103,0.005
6371,103,0.011
2797,87,0.065
142507,1064,0.32675
101498,835,0.0292499999999999
2707,1126,0.013
7152,67,0.58875
8727,276,0.53925
31107,932,0.0292499999999999
5717,79,0.0595
151781,632,0.024
48001,735,0.066
6,99,0.35975
702,140,0.67975
52005,680,0.004
64241,179,0.03325
26350,101,0.0167499999999999
7236,1024,0.14225
32011,52,0.124
908,99,0.26625
6193,177,0.08775
56165,658,0.05625
4870,283,0.21275
25920,347,0.0022499999999999
4201,259,0.09675
1242,257,0.0319999999999999
7979,786,0.027
49265,868,0.011
113345,229,0.1089999999999999
76091,64,0.04125
84304,1115,0.029
82173,533,0.04625
125974,1085,0.0519999999999999
1739,207,0.0105
2952,360,0.09275
3979,443,0.1019999999999999
48783,128,0.482
4598,32,0.0324999999999999
2119,344,0.083
3391,1047,0.1267499999999999
5418,49,0.32475
26320,265,0.2007499999999999
7771,108,0.0187499999999999
4575,803,0.0175
102686,17,0.0117499999999999
1597,1116,0.1955
142598,622,0.0167499999999999
71131,284,0.0182499999999999
4459,870,0.1252499999999999
122888,715,0.0712499999999999
182479,1029,0.51225
986,178,0.7942499999999999
31260,543,0.2055
8360,986,0.06025
1704,922,0.1395
4376,1099,0.0642499999999999
2512,842,0.0287499999999999
2373,1088,0.0484999999999999
60289,1052,0.0175
60333,605,0.04825
1025,746,0.068
86,893,0.0285
179817,395,0.1159999999999999
68159,143,0.0805
68941,247,0.0195
5749,566,0.0615
5896,353,0.0805
6963,1000,0.1902499999999999
5664,278,0.31375
6236,669,0.22875
56782,892,0.0187499999999999
6460,1059,0.27725
127098,724,0.0305
2563,277,0.52375
2771,685,0.03525
6386,337,0.03175
3763,621,0.1154999999999999
2626,622,0.008
2147,773,0.028
1904,351,0.59375
34645,241,0.03775
27370,928,0.0107499999999999
7173,809,0.0777499999999999
1029,22,0.4805
1495,748,0.04775
3719,40,0.003
3437,926,0.30125
61818,366,0.149
172587,712,0.0459999999999999
77316,280,0.0212499999999999
6070,946,0.0117499999999999
146024,739,0.0265
3600,238,0.0344999999999999
8645,210,0.0027499999999999
188189,530,0.17475
62834,100,0.3
132480,599,0.0212499999999999
6416,325,0.1257499999999999
1364,906,0.0092499999999999
34246,505,0.0632499999999999
7287,470,0.0334999999999999
7331,488,0.0077499999999999
158842,239,0.05575
143369,892,0.0775
1610,873,0.0165
104883,138,0.122
2253,1076,0.10625
4553,1031,0.03375
4445,618,0.0217499999999999
113829,811,0.0195
8575,1025,0.0667499999999999
101142,464,0.5045
83359,230,0.2734999999999999
176601,1046,0.08825
68659,641,0.0722499999999999
33539,254,0.0255
65088,878,0.087
52668,129,0.4715
7047,478,0.27625
54732,321,0.085
103810,48,0.03825
66152,543,0.0915
5958,879,0.0389999999999999
179925,173,0.0205
80572,532,0.17625
104231,72,0.0549999999999999
33451,1074,0.0265
2737,718,0.0185
5391,101,0.0324999999999999
79057,883,0.064
287,909,0.0579999999999999
2947,697,0.0792499999999999
2132,503,0.0534999999999999
116839,412,0.0434999999999999
268,197,0.0429999999999999
106234,780,0.0464999999999999
174489,145,0.25
92309,978,0.04125
94777,1079,0.0052499999999999
1801,41,0.0277499999999999
83910,557,0.0697499999999999
160559,671,0.05925
1891,972,0.5315
165343,472,0.2744999999999999
5465,406,0.0404999999999999
129657,623,0.0745
98373,1070,0.16725
92643,149,0.39825
2184,774,0.3219999999999999
911,356,0.52075
110501,1050,0.2125
2025,212,0.596
26170,446,0.1205
4252,1020,0.3015
6827,267,0.1917499999999999
5721,962,0.081
76158,13,0.0484999999999999
189333,766,0.1669999999999999
27524,639,0.0504999999999999
8896,798,0.0222499999999999
132569,911,0.33875
47725,389,0.39125
39441,387,0.3665
2641,789,0.0737499999999999
32906,793,0.0479999999999999
198,1050,0.51825
71135,82,0.0722499999999999
6242,322,0.0627499999999999
56167,16,0.03125
2636,997,0.08975
8063,868,0.008
45000,464,0.2085
339,1099,0.0107499999999999
3326,208,0.0202499999999999
64957,924,0.0135
3334,402,0.181
46194,364,0.1714999999999999
34411,742,0.831
2062,764,0.0197499999999999
454,987,0.04125
2903,836,0.12175
98373,350,0.03
8928,1111,0.0994999999999999
2392,31,0.0102499999999999
106,1024,0.09825
112070,607,0.0162499999999999
63992,927,0.0277499999999999
8823,821,0.08975
119141,14,0.069
6741,73,0.04275
34048,545,0.09575
27373,397,0.03275
27875,843,0.3595
4946,347,0.0065
4251,1024,0.1885
346,1014,0.2495
86298,212,0.1972499999999999
2003,605,0.0305
53972,1093,0.24475
2416,579,0.04725
5088,497,0.03275
7369,452,0.21
363,642,0.1282499999999999
92008,228,0.0112499999999999
2607,760,0.3125
3132,1125,0.0364999999999999
5412,1122,0.019
2963,852,0.04625
4748,449,0.0832499999999999
89427,98,0.92475
1173,178,0.0205
105429,1089,0.08825
26391,567,0.11125
4219,1041,0.029
73929,897,0.05625
181315,896,0.0409999999999999
59399,966,0.0469999999999999
69481,531,0.3555
6964,322,0.0404999999999999
5267,37,0.0384999999999999
3938,1010,0.10775
188309,473,0.0529999999999999
8456,643,0.04175
8866,322,0.04675
59103,745,0.1094999999999999
100159,472,0.31
4194,944,0.0167499999999999
5163,112,0.0165
135143,1107,0.016
173499,783,0.018
4391,361,0.0147499999999999
5151,952,0.04975
3019,357,0.0999999999999999
56788,1050,0.192
34437,128,0.25675
136449,600,0.1654999999999999
4636,878,0.23275
151459,907,0.0554999999999999
31921,461,0.0449999999999999
179819,709,0.16925
2953,1002,0.0022499999999999
163955,473,0.0514999999999999
4861,52,0.0785
44073,944,0.0075
192389,136,0.0237499999999999
2068,778,0.04625
39529,611,0.0845
120799,364,0.0817499999999999
2939,1086,0.0215
68963,580,0.087
170151,892,0.0147499999999999
3636,925,0.0075
130588,1050,0.33925
100487,66,0.0112499999999999
54999,707,0.1942499999999999
2747,115,0.05625
179779,536,0.7645
101260,100,0.2015
93831,572,0.012
115881,331,0.0504999999999999
3690,149,0.1024999999999999
26558,989,0.04875
3576,465,0.3565
200256,40,0.01
3335,438,0.0175
3137,306,0.069
43744,236,0.087
68848,258,0.3165
6259,1015,0.16225
297,205,0.022
60992,704,0.016
170411,390,0.142
3448,763,0.1574999999999999
6193,1039,0.0105
74131,583,0.0272499999999999
956,817,0.0324999999999999
83318,822,0.076
5653,590,0.0082499999999999
107348,1116,0.1255
163937,1101,0.21025
3612,772,0.03175
174141,414,0.0782499999999999
33794,741,0.60625
41136,337,0.059
67620,520,0.0132499999999999
4277,505,0.064
3354,742,0.705
479,916,0.0292499999999999
47044,377,0.10725
78209,8,0.1302499999999999
88125,842,0.16825
759,928,0.017
7895,981,0.73075
1174,866,0.0227499999999999
163955,125,0.0489999999999999
6809,216,0.3964999999999999
8755,185,0.0389999999999999
26078,239,0.012
33893,732,0.646
3685,810,0.008
3450,471,0.0735
7301,586,0.03275
88879,659,0.0257499999999999
3334,1070,0.3405
2381,47,0.0072499999999999
2180,545,0.4207499999999999
4936,913,0.2475
87660,544,0.085
7176,215,0.0549999999999999
2182,128,0.55375
5230,620,0.1317499999999999
85316,527,0.074
7013,676,0.0112499999999999
2850,478,0.181
4657,562,0.0235
2763,645,0.09225
4034,117,0.0042499999999999
47997,399,0.06125
121308,434,0.0132499999999999
1801,974,0.03375
4643,389,0.4802499999999999
504,307,0.016
2752,1090,0.0835
73718,1011,0.0569999999999999
4546,568,0.09925
69481,48,0.03925
170046,1035,0.214
7272,1015,0.1307499999999999
49394,297,0.4295
8134,859,0.0095
89102,404,0.024
92234,93,0.0494999999999999
122886,546,0.03975
8905,934,0.0434999999999999
103315,241,0.0262499999999999
4622,273,0.0187499999999999
188623,147,0.01
31445,697,0.029
77665,1012,0.1604999999999999
3488,809,0.0439999999999999
3302,1100,0.05225
4750,86,0.131
59908,218,0.061
47728,450,0.08825
5120,252,0.0675
69278,834,0.03275
175475,808,0.0152499999999999
4483,145,0.118
2754,90,0.0489999999999999
27641,160,0.22175
5830,336,0.0419999999999999
40815,287,0.90175
2733,313,0.04225
26257,148,0.024
44555,18,0.27625
21,879,0.06225
946,812,0.03775
26774,1117,0.016
54001,390,0.2684999999999999
43869,287,0.0257499999999999
8626,828,0.14925
48043,263,0.0145
87298,779,0.0984999999999999
30721,714,0.0217499999999999
101763,585,0.11575
123571,474,0.2329999999999999
3896,811,0.0225
44800,960,0.0564999999999999
176349,625,0.1337499999999999
1039,924,0.0237499999999999
8847,90,0.04325
41863,454,0.08925
2359,653,0.066
8676,1079,0.0065
3789,97,0.05625
6008,534,0.0137499999999999
407,250,0.1387499999999999
6341,701,0.062
3958,934,0.0314999999999999
80939,369,0.03125
6090,990,0.1205
93805,934,0.0782499999999999
261,926,0.1327499999999999
69278,149,0.0742499999999999
8959,812,0.5055
3808,442,0.03225
183843,783,0.0652499999999999
4156,172,0.10825
2139,604,0.1355
102819,1030,0.0105
31035,746,0.276
161954,489,0.0015
2873,221,0.0757499999999999
81834,145,0.18725
122884,987,0.0509999999999999
1339,719,0.33025
7882,202,0.0047499999999999
167792,1128,0.023
91077,418,0.0842499999999999
1327,155,0.27575
26741,756,0.0262499999999999
84392,247,0.3389999999999999
64695,666,0.198
93510,997,0.31775
61262,587,0.1292499999999999
193958,429,0.0627499999999999
4181,1051,0.3485
89753,878,0.1169999999999999
44653,895,0.03
60516,885,0.0767499999999999
6723,1121,0.011
782,989,0.138
6928,968,0.0574999999999999
41699,154,0.12275
50658,1101,0.1927499999999999
6848,198,0.15775
6940,649,0.03125
140074,12,0.03025
4887,598,0.023
136538,1084,0.09
4009,739,0.2339999999999999
148238,666,0.0885
7143,312,0.0782499999999999
2559,252,0.04125
31101,955,0.0409999999999999
63276,843,0.3189999999999999
42009,940,0.0095
6218,1003,0.575
53406,177,0.0444999999999999
72720,874,0.1445
2633,1109,0.1669999999999999
87876,589,0.7602500000000001
8638,1081,0.04225
126426,145,0.083
8302,459,0.018
69995,382,0.12125
55067,465,0.45175
89582,349,0.078
1078,344,0.1054999999999999
130588,558,0.3804999999999999
27758,330,0.22775
88163,732,0.0959999999999999
2738,140,0.0267499999999999
1023,1082,0.03375
82366,113,0.0539999999999999
79769,495,0.0052499999999999
6735,494,0.0227499999999999
2748,468,0.45875
5902,486,0.0072499999999999
7320,417,0.05075
195921,1124,0.151
6120,833,0.081
3349,984,0.03325
387,932,0.066
176103,707,0.4385
48231,973,0.011
2888,705,0.04025
6148,298,0.10575
165947,865,0.17525
93570,787,0.1897499999999999
2166,390,0.122
98491,1076,0.0112499999999999
188477,70,0.0727499999999999
197875,932,0.0399999999999999
49312,659,0.0072499999999999
3846,59,0.0944999999999999
6773,131,0.02
37853,1110,0.03425
4060,483,0.028
2728,121,0.55325
70201,731,0.0549999999999999
2195,878,0.16675
175281,25,0.27125
148775,62,0.064
74868,446,0.2224999999999999
8851,487,0.029
3832,922,0.0115
107117,562,0.0165
4599,1041,0.0245
5109,1004,0.09075
31660,404,0.0255
2740,535,0.0615
4097,168,0.2917499999999999
2366,1115,0.26425
5425,95,0.0262499999999999
3616,368,0.17475
55444,1033,0.061
43910,571,0.011
145418,250,0.0494999999999999
3454,57,0.0175
47634,520,0.0287499999999999
8711,78,0.0735
6473,19,0.244
2465,676,0.04475
32844,618,0.0439999999999999
8593,793,0.064
5044,485,0.0172499999999999
3169,1021,0.0252499999999999
6037,480,0.0077499999999999
8253,667,0.0117499999999999
4343,989,0.1169999999999999
111663,329,0.0484999999999999
2138,56,0.0142499999999999
1898,616,0.04325
105769,23,0.04025
5298,1044,0.0207499999999999
99964,1053,0.03125
126584,1072,0.2035
71928,453,0.03375
102716,1028,0.0227499999999999
172587,589,0.34075
5569,698,0.0092499999999999
26488,280,0.0157499999999999
113862,1118,0.0665
4717,300,0.0319999999999999
6260,638,0.2554999999999999
3513,987,0.0685
6650,1072,0.38575
6876,1094,0.011
34534,994,0.03325
142366,1010,0.0735
90647,500,0.0212499999999999
135530,693,0.0075
7253,246,0.155
5983,418,0.0925
187611,961,0.12175
32296,337,0.04075
105755,595,0.0319999999999999
32289,1018,0.0187499999999999
45192,634,0.4067499999999999
4173,641,0.352
1206,567,0.0974999999999999
142628,591,0.0025
74864,565,0.0564999999999999
96407,108,0.0755
551,660,0.4505
188317,484,0.029
6572,777,0.0984999999999999
89761,989,0.04475
149352,577,0.0145
4275,316,0.031
60649,563,0.018
143389,820,0.0675
112911,437,0.32325
91890,319,0.11225
1479,574,0.0212499999999999
1458,340,0.0127499999999999
2483,547,0.6905
54193,180,0.0215
4331,786,0.0185
5764,1004,0.0314999999999999
93265,1075,0.0085
168498,1108,0.0732499999999999
46865,627,0.0949999999999999
120392,917,0.1367499999999999
57873,45,0.92625
634,558,0.0797499999999999
2243,470,0.0484999999999999
127116,1052,0.0319999999999999
85412,534,0.011
1854,480,0.0137499999999999
25736,1064,0.1059999999999999
96314,138,0.87975
94410,447,0.0782499999999999
6827,317,0.0277499999999999
5532,248,0.0344999999999999
751,592,0.0207499999999999
103639,707,0.1875
2779,481,0.1942499999999999
85790,463,0.0247499999999999
6076,873,0.0195
109629,538,0.04825
6725,835,0.0579999999999999
6342,352,0.0175
5532,929,0.03325
3706,162,0.3209999999999999
7211,897,0.574
3616,536,0.22375
191799,827,0.0554999999999999
70802,874,0.0384999999999999
6539,1104,0.301
27033,926,0.14375
6827,957,0.0282499999999999
25999,709,0.11125
2883,580,0.0569999999999999
67138,211,0.0245
8487,661,0.0494999999999999
61312,593,0.0035
1995,427,0.0645
66934,147,0.0205
48872,323,0.92275
64116,490,0.5115
112727,413,0.45425
6999,91,0.0147499999999999
84696,792,0.10675
168,106,0.0055
137857,785,0.0122499999999999
377,688,0.09575
113188,1105,0.04875
5760,233,0.02
1121,1090,0.1327499999999999
420,85,0.0652499999999999
102354,914,0.0964999999999999
60303,688,0.03275
112852,413,0.0175
91353,157,0.0207499999999999
3039,980,0.1649999999999999
6051,169,0.46375
633,318,0.012
1621,1024,0.149
64037,43,0.0319999999999999
55726,409,0.23425
103801,835,0.0242499999999999
177689,613,0.12325
53988,837,0.04525
97395,909,0.0645
7835,16,0.03075
4015,657,0.0072499999999999
3273,1088,0.0255
416,488,0.013
94969,757,0.0314999999999999
100163,790,0.0359999999999999
126,511,0.019
8948,341,0.0702499999999999
91014,336,0.0822499999999999
77414,764,0.005
107083,982,0.1392499999999999
94939,250,0.22925
96728,1110,0.0672499999999999
3924,258,0.0895
71571,374,0.406
200540,1075,0.04325
205425,136,0.0559999999999999
202101,11,0.0419999999999999
133712,944,0.013
3311,792,0.1034999999999999
55253,110,0.0727499999999999
5267,236,0.16075
4884,675,0.46725
114378,893,0.04175
2185,550,0.08975
97701,696,0.0145
93475,263,0.0205
96565,922,0.028
58315,748,0.04225
3774,1019,0.05025
8810,655,0.0569999999999999
70641,617,0.0127499999999999
6892,1068,0.0252499999999999
119153,962,0.0172499999999999
3832,1111,0.0837499999999999
77854,622,0.0175
1887,242,0.04725
69951,264,0.0735
4962,1065,0.3692499999999999
53460,287,0.0409999999999999
109864,84,0.0215
5829,150,0.05125
5063,763,0.21
2276,577,0.009
106983,53,0.0252499999999999
5474,210,0.006
8915,640,0.1659999999999999
1235,105,0.0394999999999999
6921,1073,0.38425
193900,192,0.29625
161032,1003,0.1365
26688,43,0.02975
48543,414,0.1114999999999999
175795,197,0.0262499999999999
190949,353,0.56525
7150,477,0.019
26485,563,0.0155
62250,230,0.021
120468,661,0.0162499999999999
129,666,0.0474999999999999
6370,839,0.0314999999999999
80162,789,0.04575
97870,432,0.05975
189893,408,0.059
61,701,0.0339999999999999
6970,302,0.66375
32587,877,0.20625
651,49,0.1109999999999999
5893,18,0.3675
3109,272,0.1865
7345,484,0.021
4490,684,0.0155
71520,521,0.26625
53349,523,0.04125
1867,67,0.0702499999999999
4186,370,0.1195
134041,1126,0.014
909,1124,0.27575
7475,1091,0.367
3629,49,0.21375
1525,771,0.2055
3364,47,0.0155
78746,203,0.2385
32387,547,0.74325
56079,10,0.0177499999999999
40870,458,0.146
3018,308,0.072
7585,888,0.03125
108945,426,0.068
1012,467,0.05825
96467,592,0.03375
49205,176,0.063
182479,679,0.174
1694,209,0.94425
53464,934,0.27425
