userId,movieId,rating,timestamp
30477,151,3.0,1155316609
125553,1339,4.0,976064458
144216,40629,4.5,1423886440
86307,102125,3.5,1369334582
95769,96897,4.0,1426793779
85725,293,5.0,841272522
51286,53956,3.0,1257774853
111635,3401,1.0,973220832
47153,110328,2.0,1562286273
33844,84740,1.0,1436135456
43840,1349,2.0,974781393
123067,480,5.0,835874846
158999,168254,3.5,1566584859
26885,668,3.0,939128505
135271,369,4.0,941225197
141771,51935,4.0,1338118054
140382,1248,5.0,939984973
19912,5478,3.0,1117636843
30474,8638,2.0,1217186008
106179,2012,5.0,1456840465
2725,778,4.0,1549572725
8103,5995,5.0,1494806996
285,36,5.0,909243811
150161,43919,3.5,1478894178
110695,2021,4.0,960047883
15204,164821,2.5,1525120509
120476,153,3.0,1353848144
135859,54272,3.5,1209645563
107935,4089,2.5,1286313151
96655,110,4.5,1430236507
84326,1962,5.0,1036632774
33261,65261,2.0,1254729114
11539,6984,4.0,1434251135
35714,1296,4.0,1385316586
116372,146309,5.0,1555693702
107939,1684,5.0,943297036
14922,2724,2.5,1273898675
75339,805,4.0,1154480134
43135,225,3.0,846512408
30476,80463,2.0,1481312166
20168,1036,3.0,1191293499
99022,69122,4.0,1491662708
136648,1201,4.0,1566066345
77671,166643,5.0,1539630031
61675,2427,4.0,945227705
72360,26240,2.5,1462561614
34760,1619,3.0,1008628258
153231,8783,3.0,1544049546
138938,5952,4.5,1446026324
161163,44199,4.0,1177255993
114708,1281,4.0,1075815155
53806,55820,5.0,1504075388
11305,8874,4.5,1173838381
21332,1125,4.0,956511913
23507,208,3.0,844621608
130805,41571,4.0,1189775342
89035,8784,2.0,1142209185
6104,76093,4.0,1508776586
105520,2378,2.5,1110482483
110524,521,4.0,1013652430
120148,70286,4.0,1366731358
96439,904,4.0,1053716268
1837,4720,5.0,1153207171
106463,5128,4.0,1235781492
66141,1466,4.0,1036374363
20580,6985,4.0,1116193652
98279,1262,4.5,1202815315
160236,1079,4.0,1070034276
82312,100383,3.5,1563393437
116910,79224,1.0,1530433170
154240,500,1.5,1215879191
35734,179085,4.0,1518589480
156740,53125,3.0,1486519206
20791,164179,4.0,1553857117
107030,2710,2.5,1506442773
62705,2633,3.5,1225307728
49403,2188,1.0,996806487
37709,4027,3.0,1542740485
86578,2011,4.5,1543977522
13248,51540,4.5,1519328493
125327,6550,2.0,1111559674
104773,104243,2.0,1513462862
66277,8360,4.5,1103422163
137681,52973,2.0,1487643778
41421,3953,4.0,984722268
101347,128360,2.0,1502588570
114682,2803,3.0,1179868044
50813,39,3.0,1140503776
107650,6157,2.0,1448309093
48163,2034,2.0,974162888
39707,1274,4.5,1333409832
100963,736,3.0,1402275315
82999,548,2.0,1172480089
89937,6992,4.0,1110062560
92070,6365,2.0,1168644011
125255,8376,2.5,1505620713
87713,122900,3.0,1449431713
65907,89745,3.5,1392301243
146961,45442,3.5,1223115876
150244,2857,4.0,974680838
51170,79132,3.0,1397489690
159406,1608,4.0,1198783462
140397,858,4.5,1209094996
64050,174,1.0,1501788743
122192,2712,4.0,1125483625
26066,63082,2.5,1514238347
40436,1747,2.5,1250334677
11439,1680,4.5,1169472458
34286,6016,1.0,1472707142
162251,3949,5.0,1181614775
109480,1762,2.0,985504915
119000,1967,3.5,1509776668
133946,1259,4.5,1484786820
101002,3264,1.5,1094428384
136483,3977,3.0,982860401
89976,3977,2.5,1507533206
112414,4027,5.0,1071273129
124767,172881,5.0,1573456759
102192,608,4.5,1229038503
149006,186,3.0,1105261694
126561,45517,2.0,1539927407
132375,260,5.0,965915931
148671,3105,4.5,1367110712
18751,1721,0.5,1457151595
34966,112175,1.0,1491762520
106897,55069,0.5,1201331971
64401,3462,4.5,1195322624
20716,34162,4.0,1434551584
128780,4091,3.0,1077501896
141938,76747,2.0,1541177351
138269,51662,2.5,1211942961
37438,77455,3.5,1317188828
134677,70286,2.0,1434584949
35221,2789,3.0,1156957776
138118,1201,3.0,974737435
61794,6942,3.0,1153818069
1009,1465,3.0,867322126
27937,480,4.5,1570209336
3279,5255,4.5,1169592328
34641,5445,4.5,1498450755
121556,1036,2.5,1407809001
155019,1231,4.0,1369288233
43530,1616,3.0,952395530
148614,195163,4.0,1561270318
72155,84152,3.5,1524590405
76698,4993,5.0,1113401574
115950,56782,5.0,1545263200
18647,808,3.0,840075549
120238,6942,3.5,1518640987
20400,920,3.0,865699186
82255,110,4.0,1238974930
6271,2568,3.0,925847782
32349,89753,3.0,1330123193
129414,26939,4.0,1238256500
5807,3649,2.0,977508977
117811,370,4.5,1301671821
12919,71304,4.5,1264803400
93424,73587,3.5,1457342491
40723,3264,2.0,959635690
17365,7439,3.5,1145338633
3182,2013,4.0,1052022084
141848,41724,3.0,1238292756
45434,2565,5.0,1199936118
101869,1884,4.0,1244992052
128290,3889,2.0,1054377460
122715,3998,0.5,1166681059
142682,1967,3.5,1549721272
119240,4086,2.0,1137053212
129324,765,4.0,867180115
72009,2791,5.0,1006872970
148335,8949,4.5,1477068495
7113,1610,4.0,1242337440
40515,96401,5.0,1471244001
115874,3408,5.0,1476708307
847,2570,1.5,1070312935
15301,2579,4.0,1131034179
107523,3826,1.5,1222290706
53518,8531,0.5,1473114533
4709,1917,3.0,1080650178
133903,1610,4.0,1487994434
116057,60069,3.0,1568476808
95449,2599,4.0,975053425
92435,190029,3.5,1540390059
143287,122892,3.0,1558959551
153809,216,0.5,1442204219
19419,2858,5.0,1504280410
55019,2641,3.0,994290531
51798,2109,2.0,945199667
145705,416,5.0,831647843
117049,171763,5.0,1501425932
127045,163,4.0,1111483557
39743,2490,4.0,945016912
112725,115680,5.0,1493656081
28377,104,4.5,1562777382
160805,77307,5.0,1466612384
143319,96616,0.5,1357956055
15119,587,5.0,835208171
128525,2462,2.0,998328770
105969,32,4.0,1220195934
17350,4700,3.0,1033497348
41990,1347,3.5,1478989332
3709,4306,5.0,1148387032
88570,8958,0.5,1487487307
104093,65514,4.0,1427152993
136877,1350,2.0,968628543
116138,8784,4.0,1239400021
140897,527,3.0,1360528774
29518,3418,3.5,1180618527
113056,6373,2.5,1179225402
128865,104879,4.0,1516686474
51825,79132,5.0,1424638419
18559,6174,4.0,1052976811
27715,1291,4.5,1432136189
161976,1704,2.0,1342065326
136563,6963,4.0,1087572327
68867,2478,3.0,945915961
75127,5364,4.0,1045502317
78508,1788,4.0,998719806
158240,296,5.0,1457989924
32142,2915,3.5,1337189967
40694,2762,4.0,1100396545
21015,160980,5.0,1563130501
157095,849,2.0,1420017693
58783,357,1.0,850304150
17160,1441,3.5,1162250045
39873,208,4.0,1446052177
42231,733,5.0,849535700
136647,61250,3.0,1237508966
19163,1287,3.0,1225322386
128515,35836,3.5,1561597287
136399,27643,3.5,1253570923
66890,1688,3.0,1080702569
115461,2000,3.5,1254191653
101671,61024,3.5,1218404610
124905,1090,4.5,1084781097
136013,71464,3.0,1275359681
14583,105,4.0,1136347877
89516,1248,3.0,1374165854
67454,1485,3.5,1524924782
66049,1285,2.0,941286114
105031,661,3.5,1075261690
96035,307,4.0,831734897
17318,832,4.0,1076335571
55724,2450,3.0,994885984
4670,3208,1.0,1007654032
127503,1784,4.0,1573429334
66866,1721,5.0,1522689461
114595,5944,2.0,1104803858
7949,2788,4.0,1518544245
68656,3546,4.0,1254981482
21429,1252,4.0,1447255806
57098,8361,4.0,1457980663
52468,182723,4.5,1549543986
64991,908,4.0,910386261
145292,4306,5.0,999317730
38627,2086,2.5,1330307826
26365,3822,5.0,1006586709
129375,8294,4.0,1439177396
55629,339,3.5,1191294324
2003,75985,3.0,1497061909
64366,7573,4.0,1544951894
51762,2496,3.0,1025959271
125916,1247,3.0,1031079401
111836,8961,2.0,1500155193
129070,6565,5.0,1110320609
123207,3623,3.0,1145069649
119140,1968,2.0,1341651331
138712,140956,3.5,1545468508
54473,2134,3.0,902179055
91660,6874,5.0,1421650583
128458,4226,5.0,1117239863
111075,63876,0.5,1247189867
2026,2819,4.0,938902762
35930,3152,4.0,976119114
47360,2115,4.5,1504481592
105662,170,3.0,1255119425
97116,6428,3.0,1054309347
41872,50872,3.0,1445111455
40545,4158,3.0,1040747238
57654,919,3.5,1111741495
102530,2427,5.0,1446159286
13719,141,3.0,850201105
133255,592,3.0,838650704
156972,911,5.0,974400122
102235,78469,1.5,1280274834
13020,1214,3.0,1145482118
2177,6895,3.5,1087945998
11833,1960,5.0,1168029773
158028,58154,3.0,1214355941
9318,69757,3.5,1261877597
136555,1022,4.0,1088197742
15064,2970,5.0,1051386699
73843,1197,3.5,1546220489
114177,53322,4.0,1543169044
26354,86142,3.0,1564610813
92003,4896,4.0,1070198290
108312,6503,2.0,1286791167
109090,1367,3.0,1497042477
151391,908,5.0,1074406441
23880,55820,4.5,1522405702
100898,372,4.5,1110674927
145586,55765,3.0,1339047374
130013,4676,3.0,1016033948
106717,367,3.5,1488164174
67279,173161,3.0,1546242449
41404,133163,0.5,1463966119
156868,1356,4.0,865082741
116287,34048,3.0,1530774643
53650,3565,3.5,1304824271
77705,1270,3.5,1168095146
53362,106002,4.5,1462449350
99789,2080,3.0,1239911228
29212,47,4.0,847121713
64400,4642,4.0,1203906901
49550,134853,4.0,1498450755
128329,373,3.0,846255392
26075,2291,3.0,995770578
50806,3418,3.5,1237300501
160963,1265,2.5,1177329604
132520,4663,2.0,1086374909
119506,608,5.0,858269599
133210,2289,5.0,1150534113
60572,28,3.0,858955020
119218,1784,4.0,974817071
105002,2805,1.0,965656395
87068,3481,4.0,995908651
9718,44,2.0,1176194602
145609,3968,2.0,1439793590
15605,628,4.5,1187661951
99597,4011,3.5,1444059940
3428,1208,5.0,1218651275
68002,1438,3.0,1044589595
50504,2271,3.0,965432083
127033,103042,2.0,1474027787
145453,1307,3.0,1078805558
98138,53125,4.0,1542041439
5281,3484,3.5,1190077557
57223,134130,5.0,1455137237
115620,115210,4.5,1482793952
87140,2395,5.0,1096086299
86433,2291,2.0,942182446
24469,7147,4.5,1547026919
109665,5094,3.0,1508322046
100263,91529,4.0,1522781880
8625,3727,2.0,979383642
7490,3617,2.5,1464837216
119835,5945,3.5,1442018920
43162,8961,1.5,1292534486
6764,832,4.0,1022055009
36642,280,3.0,839930816
35151,316,2.5,1278439056
37345,50792,3.0,1486868308
63653,8914,3.0,1244395778
108817,367,3.0,842834081
22705,344,2.0,847174824
89526,2474,4.0,1119825926
81849,147,4.0,1328030964
135586,101137,1.5,1501551767
79975,1282,4.0,982363826
46179,4370,4.5,1148428170
79596,70,4.0,1154459515
58699,1876,1.5,1223183837
119591,3741,3.5,1485705169
82199,1608,4.0,1467766302
152750,2081,4.0,1069204821
157107,5418,3.5,1216730830
126704,120799,4.0,1568909488
125549,8684,5.0,1256328017
161370,2890,4.0,942757848
4418,520,2.0,838646223
36768,2571,3.0,985803004
23100,1230,3.0,1111645447
39417,4022,5.0,1505767913
119367,1610,3.5,1149940565
153721,296,4.0,1442255654
16325,70,3.0,995775961
12777,6807,3.5,1232397778
122461,3105,3.0,1383179534
74033,532,4.0,837611371
95711,2916,5.0,992726440
32482,4027,4.0,1532225552
141263,8368,1.5,1316104203
115186,2502,5.0,980059077
102563,112852,4.5,1430707885
92854,2580,4.0,939744779
15875,4021,4.0,1030316476
54618,1527,5.0,997226441
47355,7766,4.0,1554243048
117048,7325,0.5,1451620803
61333,1682,4.0,1478455367
115337,122641,1.5,1527452439
128837,48774,4.5,1210221607
148068,3070,5.0,1092056619
88850,2648,4.0,949265856
96841,924,3.0,945057334
25968,2997,4.0,1439376516
106480,3751,2.0,981227693
112720,6539,5.0,1127499535
118084,2080,5.0,924886070
21315,532,3.0,839270953
60484,90866,4.0,1357417050
147554,1617,4.0,1465556464
124001,3751,4.5,1194654227
21508,344,4.0,1546000774
118061,54503,4.0,1347683493
47558,32587,5.0,1124335980
144744,34,5.0,836004431
55808,2985,3.5,1205271032
74525,370,2.0,861630339
44171,1222,4.0,940468784
156333,1682,4.5,1181709347
20404,6639,3.5,1111733357
80571,89470,4.0,1494991784
129711,97304,1.0,1513490181
62263,8665,3.0,1522769554
8076,3475,5.0,959701728
54665,7132,4.0,1111502269
160717,150,4.0,1333654027
138110,408,5.0,976508055
21629,4011,4.0,1242766619
72886,318,5.0,978123501
46873,1240,3.0,941635897
137177,123,4.0,1171069308
98526,231,3.5,1328426640
161502,8665,5.0,1203558723
135525,91529,4.5,1520359446
38412,52042,4.5,1236383300
161406,3176,4.0,1526697244
61259,82037,3.5,1298764560
62131,509,3.5,1112564865
47118,4973,4.5,1391284006
142801,93805,4.0,1449433452
157789,3911,3.0,1110056817
42597,736,3.5,1101519714
136529,2736,5.0,1152991988
107414,2289,4.5,1062191424
154515,122918,3.5,1513270320
111160,1093,4.0,1151672156
11656,494,4.0,860850149
28065,293,3.0,837682671
75255,2428,3.5,1192553354
39896,2154,2.0,1137086980
57467,516,2.0,969869881
38857,1721,2.0,1140547542
99778,4874,5.0,1494879727
66934,3005,4.0,1027235836
872,34162,4.0,1194651453
59645,112556,4.5,1536440703
157751,778,5.0,1146226545
52190,71390,4.5,1456691645
156697,73681,5.0,1388093780
23604,1237,3.5,1484957481
23431,100163,3.5,1362841631
39707,27800,3.0,1334725355
119973,434,3.0,835284448
3694,171763,3.5,1551004974
31552,2671,1.0,976249284
16980,3053,5.0,962829571
107466,508,4.0,834095342
46701,4226,4.0,1230383259
146777,3771,3.0,974676112
76287,6285,4.5,1066881590
156421,1080,4.0,1234924241
132955,104841,4.0,1508629661
98801,480,5.0,833139806
4584,648,3.0,1080071979
130080,4306,4.0,1123004470
76500,94959,5.0,1493170831
61286,168250,4.0,1500425136
129580,1240,4.0,1296965165
141822,2020,4.0,1309967667
64915,364,3.0,842180257
33333,7017,2.0,1477343255
88064,4963,3.0,1224379299
73539,3091,5.0,1112404027
160506,1276,5.0,1046232277
14514,1784,4.0,1455608714
64630,170403,4.5,1514740120
53808,4233,2.5,1088445633
121961,117511,2.0,1460287173
80627,40815,3.5,1403305386
111259,55721,4.0,1479852409
101020,110,3.0,901770681
99730,70,3.0,1361685647
158518,3977,3.0,1098800879
44046,125972,4.5,1476636005
10087,1197,5.0,1387513665
84293,3068,4.0,1024419978
42005,786,4.0,850573406
107107,2000,4.0,997600981
73695,5531,4.0,1046400198
65139,1299,4.0,981936909
38427,4370,1.0,1346716275
39894,1198,5.0,1547699953
160088,349,3.0,964304961
14157,2726,3.5,1266164581
8208,2208,3.5,1345489630
131808,8636,2.5,1250911085
141164,1552,3.5,1216293437
100997,134368,3.5,1435823523
43904,520,3.5,1108775836
14390,417,3.0,944321482
5462,954,2.0,1206330346
151289,3088,2.5,1226764385
12116,3535,3.0,1091959847
9640,48319,3.5,1222930486
44493,69524,5.0,1451443672
8821,2628,3.5,1354639078
2653,2858,3.5,1466686135
149007,3160,3.5,1142604372
115527,4992,1.0,1030760011
140896,1953,4.0,1300005932
80216,1569,3.0,1458919480
83986,150,3.0,841761891
148372,32,4.0,866136356
120132,71838,3.5,1283468928
93550,4223,4.0,1013399939
83061,1206,4.5,1525403855
3083,157200,4.0,1474062737
38355,1224,5.0,941656723
157133,2428,4.5,1191292055
1247,458,3.0,842871462
158603,1197,4.0,943350749
65465,1344,4.0,945820368
134089,60069,3.0,1522472955
105804,991,3.0,879525445
45812,60950,4.0,1299882313
132099,6932,4.0,1120144527
116113,106782,4.5,1560314359
75228,32,5.0,832338783
98692,1965,1.5,1134878190
122919,54286,3.0,1438496905
58922,595,3.0,846840930
27458,455,3.0,841997036
24507,708,3.0,833229565
48325,480,5.0,834485181
102709,92259,4.5,1488467283
58004,65810,3.0,1246078197
58075,2321,4.0,939867441
145930,858,5.0,1543790666
150257,4848,4.0,1022390988
91630,69951,4.0,1409518869
18150,500,3.0,945415789
79369,1499,2.0,1028447610
41726,539,4.0,1549222920
84452,5324,2.5,1125977765
144496,82202,3.0,1431368212
129084,2078,4.0,1459637357
24236,7086,4.0,1282832820
82314,160,5.0,1351744640
7215,2951,5.0,1460313520
68587,74458,4.5,1289323798
134352,40819,4.0,1491482254
51603,2745,3.5,1113273896
154575,380,4.0,979954288
40876,2194,4.0,1013521301
37395,443,4.0,839669316
61714,6303,4.0,1238072633
44972,1673,5.0,1119277777
75894,45499,3.5,1548939127
54232,26398,3.5,1236244648
121314,367,3.0,841005017
22774,6370,3.5,1436987691
150655,191469,4.0,1571929401
48741,48394,5.0,1479219139
84822,48516,3.0,1292782179
37735,189,1.0,1049880935
115410,159161,4.5,1484936081
41130,454,4.0,837550501
13231,2870,3.0,1148364930
25775,71838,4.0,1558933940
98038,1041,2.0,939841646
143561,1504,4.0,974842887
65693,1447,2.0,944156648
29571,3247,3.0,951868120
54233,26,4.0,842621674
79711,5254,3.5,1105663046
117215,2561,4.0,992929022
142682,33004,3.0,1549714250
133236,520,3.0,1098853017
54822,105,5.0,833562530
42064,93840,4.0,1366753864
74674,2815,3.5,1177898914
66147,296,3.0,836423531
159278,3863,3.0,975018432
47371,1014,3.0,1112511826
59016,350,3.0,832199280
