movieId,imdbId,tmdbId
152956,1190710,283424.0
171247,98257,67394.0
103449,1829012,109099.0
121069,26418,223361.0
155856,2636424,278660.0
187031,4881806,351286.0
55875,72195,16203.0
157551,920457,23767.0
4321,101587,1406.0
8861,318627,1577.0
141777,2697586,322246.0
102596,1407927,39333.0
183801,383478,72156.0
84281,249555,293946.0
54328,778784,4516.0
117304,2071445,200044.0
146724,97038,81274.0
204430,2112136,169609.0
167530,2918248,193793.0
147166,85245,107007.0
116668,2832470,241842.0
128594,3007302,263105.0
172845,1806996,57207.0
115897,2171815,141950.0
97792,82467,27420.0
145648,39255,225181.0
110273,3129564,253239.0
125073,35553,102526.0
70837,69446,18568.0
146366,195002,142412.0
143078,99314,208180.0
3500,104928,54087.0
8872,365125,13702.0
109463,2333598,127847.0
80233,1315419,39240.0
106785,2312718,204082.0
200098,448166,17179.0
176181,116345,174271.0
5423,210065,10394.0
87069,119844,55700.0
175197,1648190,353491.0
189715,6411954,523519.0
180215,103039,83985.0
190413,435312,71579.0
2283,100594,24016.0
161113,134402,86320.0
208110,6193408,422803.0
148380,3638690,279179.0
174269,267049,263860.0
116704,70947,103236.0
137232,44621,71243.0
4682,98622,11342.0
167066,93723,225577.0
141936,2521436,297455.0
4810,76172,66092.0
146020,1249415,33627.0
170215,1822308,58692.0
4530,95853,51321.0
153472,327205,70748.0
113227,89072,61991.0
174601,1820462,75438.0
123455,471768,58104.0
164117,4699534,347666.0
157504,1040028,25130.0
207095,383053,47126.0
198867,8615478,511138.0
86418,21750,29745.0
177467,51333,268414.0
139851,269876,249934.0
150900,2540072,144942.0
132872,53850,81720.0
204780,3963304,296623.0
151691,76149,83001.0
161622,1666642,62592.0
3280,69754,28156.0
108893,63834,54279.0
118974,58512,292063.0
179807,1624385,56104.0
86412,1606180,57118.0
85291,1555747,53358.0
174143,335384,214472.0
136227,1986994,131689.0
2536,78740,29723.0
142420,462335,254302.0
178221,1787973,354234.0
650,117071,18989.0
26291,70115,56764.0
184811,3369134,241934.0
187033,6333284,441542.0
85367,1564367,50546.0
141100,53319,82567.0
197247,5515670,424976.0
3287,220099,15655.0
115137,1570982,37925.0
197175,437086,399579.0
128291,51579,66966.0
48262,799954,1666.0
123200,1439235,31981.0
117857,3213142,267355.0
140954,145891,52761.0
208413,19688,48649.0
162796,907678,45097.0
118790,1981637,76750.0
95488,337692,83770.0
164415,5576902,393070.0
171121,299045,57248.0
138352,1193126,348536.0
180017,6522546,452447.0
123365,51753,245072.0
138770,2056663,202437.0
143982,475969,83795.0
115917,1266027,27310.0
200810,9081788,577117.0
195185,91794,42025.0
205331,427829,528177.0
175831,6267732,433471.0
1082,68334,21711.0
139277,2375443,273743.0
55223,498120,24170.0
211,109340,49805.0
148202,78925,95103.0
145765,97270,37055.0
167446,100033,109912.0
151759,3270538,333377.0
198629,2376742,392639.0
159974,40861,30665.0
173043,52849,89763.0
181037,6259890,425860.0
69542,102178,24734.0
172639,871886,81213.0
120442,975673,19993.0
133929,25710,140469.0
174483,5680368,387929.0
185637,1368859,134754.0
508,107818,9800.0
173413,4235130,339356.0
2614,90837,28941.0
154828,4865436,361131.0
173751,4447518,390587.0
166482,2324928,140491.0
3102,89360,12235.0
117022,91032,82431.0
6652,68768,14881.0
4863,72979,14267.0
6832,102768,11364.0
167548,1296337,59935.0
58295,200465,8848.0
176123,1002760,149946.0
131088,385891,11179.0
3875,62885,39891.0
181099,311618,30491.0
139413,117450,29804.0
171731,1440278,18761.0
131616,104288,59136.0
96098,1132594,21145.0
141299,255873,273106.0
171843,94371,83495.0
197371,347720,73634.0
207243,10977680,638072.0
120313,435107,62653.0
83264,1610452,52696.0
165087,1895315,324560.0
109155,2402200,140873.0
26146,59653,60555.0
110643,1848824,73215.0
93672,77968,229670.0
149402,138074,79720.0
132506,51532,30104.0
176467,4072418,391901.0
167856,5651050,398738.0
185739,6894872,509470.0
135543,36526,217295.0
3016,83767,16281.0
141590,3784222,336664.0
55555,880502,2014.0
81180,1320304,42941.0
163196,202314,89068.0
162168,1213926,31111.0
169448,288217,140530.0
143192,122444,117493.0
134569,1767372,245906.0
163859,191801,201347.0
5161,110146,46717.0
152790,38091,217172.0
194156,400886,161367.0
37269,63811,1676.0
186481,3876702,343725.0
176147,417949,100152.0
564,109403,24405.0
117909,285265,193411.0
138110,1652361,133738.0
90424,52997,46724.0
147344,914372,30579.0
195823,2990140,527435.0
144514,2007413,77175.0
160410,139886,199883.0
193165,36880,36497.0
5869,83232,32077.0
155774,4899406,314029.0
182093,36269,68498.0
8795,275083,23305.0
117626,50327,109441.0
108136,49453,173340.0
154156,1754920,56901.0
118504,75740,3541.0
197617,8212614,510469.0
178533,92639,66970.0
64385,1068634,93260.0
207544,167242,50795.0
105519,1928340,198287.0
195359,39047,101287.0
207984,7434324,493066.0
168956,2060510,78997.0
182305,20484,93627.0
1181,120121,150823.0
7267,108560,25925.0
100229,60866,74397.0
80417,151073,104310.0
80428,262699,15915.0
194216,2716062,213466.0
131322,31353,288890.0
136221,2381962,161782.0
44849,386741,9389.0
26100,57263,39495.0
182871,7691572,484936.0
113126,1151833,116495.0
171089,90333,7234.0
137879,167479,37501.0
4228,125022,10833.0
194066,1290542,309455.0
90609,75730,139467.0
186815,6777114,452221.0
171533,1567247,145051.0
151587,2257602,156220.0
6869,340468,8439.0
134383,358647,38608.0
138890,17103,29466.0
122880,1797504,109689.0
134517,83959,42251.0
139030,2095008,79247.0
163250,3180912,398137.0
208120,4693588,589978.0
137581,58025,85110.0
107573,1686053,69353.0
120590,30191,130452.0
166281,3569970,383788.0
118930,3823690,308571.0
123518,24100,223816.0
161788,284606,261410.0
4756,246544,11370.0
136331,1097636,13354.0
73416,1143891,119905.0
88005,104693,1482.0
4116,93200,34101.0
5543,78350,46878.0
134957,307920,39060.0
87966,20836,26699.0
137150,1508290,46106.0
107656,82835,46445.0
43538,110943,124484.0
32620,356999,51945.0
149686,4701702,357940.0
158216,93481,97844.0
94024,1883251,206953.0
195465,3044650,382498.0
162788,250949,161087.0
204350,1554456,117938.0
119591,90904,71841.0
94027,47638,45993.0
38086,370082,32237.0
187221,5371572,368304.0
172763,78673,38329.0
176313,444627,64509.0
141446,1779824,58858.0
141054,4292554,325263.0
178615,3185602,303854.0
205194,90092,270879.0
6528,66402,19753.0
150542,1607568,54657.0
189117,4991112,480394.0
393,111301,11667.0
139608,3062976,284286.0
142,94878,525153.0
4415,82163,20075.0
124791,28367,149955.0
3290,171764,279444.0
30890,345032,42420.0
184023,7153766,467660.0
173785,174446,301876.0
122357,115820,48358.0
59290,417871,29291.0
140515,31709,23280.0
204318,4068576,400090.0
187071,2091243,103609.0
8334,68421,15573.0
143731,92157,82867.0
140547,1740545,127391.0
182827,72265,426184.0
165927,2141789,83865.0
203757,9581076,493899.0
162130,79340,105672.0
160848,3666024,337703.0
175045,1753975,90116.0
193115,106637,72680.0
205381,6977218,607405.0
4138,93589,51521.0
892,117991,44705.0
153885,1213858,61699.0
45581,456658,101908.0
176687,169376,127088.0
134835,167320,107308.0
184225,1242530,24864.0
136618,3257582,227679.0
148333,2419986,214758.0
156678,12136,300769.0
191013,2080418,139319.0
65909,319821,214436.0
73200,25478,80960.0
175009,4665630,412013.0
158220,214238,124013.0
1156,34493,61461.0
146748,46489,90458.0
182971,1245656,123819.0
160010,2630898,329750.0
5750,82457,75963.0
3603,64363,205054.0
51817,101725,50185.0
191243,5806646,438455.0
191183,96681,61403.0
181809,47867,54167.0
1489,118829,24662.0
130107,59014,5065.0
155762,3007904,208091.0
3732,77588,12611.0
205463,5001456,502308.0
8947,391198,1970.0
187205,1801085,75594.0
73188,27951,43876.0
86,118158,10534.0
182183,27468,80927.0
97302,1029440,35253.0
175591,5029602,375798.0
104274,1413495,115348.0
89085,1226753,48289.0
8613,40884,76076.0
115699,2165236,149087.0
135803,84921,41378.0
147859,70140,68865.0
5604,44876,32568.0
50066,428038,31048.0
6249,285462,9557.0
83435,50487,37086.0
83912,1221208,55061.0
173763,89509,115788.0
105037,1758795,129139.0
171495,81846,409926.0
206895,8725518,550064.0
89021,61620,42692.0
182977,1523402,37427.0
167982,4950110,409502.0
173679,16493,67451.0
137313,2357144,286986.0
186631,4964788,401545.0
191131,4557998,505390.0
148913,1552987,179308.0
131757,94062,88255.0
7054,41594,43436.0
73772,104753,49956.0
69773,41615,45184.0
286,113948,63105.0
155886,1511489,165344.0
80653,1105512,35219.0
169006,2170579,161683.0
156523,46011,107966.0
101249,1785277,158386.0
188893,1878858,213156.0
4283,69191,11035.0
187667,133332,78259.0
199918,1655431,55385.0
27366,249241,23160.0
190083,6775942,452226.0
165691,329321,117038.0
122466,3468260,251768.0
172679,913446,71381.0
65982,462465,10529.0
1215,106308,766.0
26307,70800,21964.0
204582,800956,20492.0
137684,65858,71944.0
169022,5526028,372754.0
84844,238883,20993.0
139022,386534,51938.0
100183,1919017,106591.0
176515,4384088,359344.0
136046,82714,32480.0
143561,3515632,359471.0
2592,139394,143299.0
208695,63769,355659.0
84682,40553,112705.0
166601,5320514,381374.0
135526,437856,212934.0
172537,3229488,456781.0
96530,1619277,83403.0
94350,37946,242621.0
154668,124222,46863.0
196231,8119680,544627.0
196507,242459,148613.0
26752,102913,25674.0
61937,45848,47721.0
172709,3778010,406107.0
174445,90750,99424.0
175101,1307442,213891.0
134334,419058,20359.0
77820,492389,35169.0
129435,1951218,96631.0
110792,2637720,29721.0
78054,109744,173865.0
59256,800240,13018.0
103317,397696,180050.0
3834,80472,21866.0
149944,39873,182925.0
172479,1942900,117878.0
7898,68786,5927.0
3358,101698,12186.0
121925,24537,96709.0
6989,85615,8289.0
133567,434541,13775.0
5080,240900,20009.0
3173,146838,9563.0
184385,3269932,287925.0
78329,63493,35166.0
116447,62863,25553.0
158184,86798,75926.0
116141,2526152,147533.0
162254,1266542,25356.0
155489,67995,34462.0
977,27980,176841.0
47254,402910,5289.0
178247,4759240,358438.0
132707,40507,104663.0
1105,115885,25750.0
5506,309377,9573.0
65514,1220719,14756.0
122922,1211837,284052.0
127695,102136,47718.0
2619,188052,140519.0
173861,79018,38211.0
113107,128274,46076.0
152747,1700810,81524.0
191943,69627,483388.0
473,110123,12475.0
153032,415768,58302.0
136758,966582,115187.0
196419,24672,131720.0
142622,4415076,341777.0
5780,82926,14269.0
203393,6772804,480042.0
164013,61761,40653.0
105242,2239512,128135.0
123385,56187,183247.0
79329,1259583,24487.0
112846,39231,89551.0
58154,467200,12184.0
199155,1231281,516383.0
129276,207479,246049.0
198951,6814252,438070.0
200594,3163238,270648.0
101687,2027064,158739.0
161908,266855,200995.0
192839,115743,54240.0
6821,79576,33258.0
6137,84750,30584.0
162390,1684907,81450.0
123838,60173,86473.0
177567,3910736,430682.0
158607,1129437,57186.0
183831,4399952,429467.0
127074,2201063,85711.0
161302,3531578,347647.0
170399,493405,417644.0
152970,4698684,371645.0
101068,1441373,53399.0
162064,768171,65442.0
201222,88066,84996.0
137028,495023,69393.0
171955,2395337,167666.0
259,113552,6071.0
133897,3152602,283704.0
172185,3130302,349177.0
201516,5773882,418394.0
163717,477323,65839.0
176159,59091,75608.0
206859,235297,67379.0
1017,54357,18444.0
172593,266821,20883.0
119907,114418,75138.0
112458,23495,212899.0
145096,5042426,361380.0
192599,69980,143360.0
199055,281718,19635.0
64010,1172571,16342.0
192689,374631,260708.0
145672,60049,63507.0
191291,2211173,215248.0
206433,5829104,532653.0
91325,477302,64685.0
190451,1257557,88797.0
194458,87308,153234.0
37380,419706,8814.0
144008,1209361,54612.0
191737,1970077,121796.0
192861,2948160,432579.0
160189,105604,51806.0
164661,6028446,414642.0
179863,6097798,436274.0
74089,54176,51120.0
168038,5334108,424822.0
206101,324258,360878.0
2348,91954,14924.0
160842,202145,266874.0
101262,1835977,81250.0
1224,97499,10705.0
207435,1270491,20313.0
69964,52604,18696.0
34334,382992,10048.0
126550,1992258,128876.0
2912,165854,10388.0
134894,97929,29186.0
116054,112690,37337.0
124476,55151,57665.0
156925,1648208,170194.0
162984,106632,40627.0
82770,1186248,48204.0
5098,27527,32484.0
142572,450455,160155.0
137998,325056,56542.0
163188,74299,132067.0
197753,3231886,269761.0
7358,318049,142168.0
172927,99637,30870.0
178015,1546421,110956.0
97921,1045658,82693.0
113315,3576084,261825.0
138402,2767948,178915.0
177369,61121,64759.0
187273,87040,48276.0
70507,819953,18440.0
189767,3499754,280511.0
156783,1794821,49381.0
196641,8794674,537632.0
47972,435479,32687.0
90247,499157,76853.0
178481,1730689,102969.0
70336,1046173,14869.0
180983,469093,28900.0
1514,116295,47694.0
26369,74883,46978.0
63788,89026,36571.0
106136,1568323,44745.0
98059,1529331,109516.0
27888,396271,51363.0
139104,2318158,142161.0
165771,1189377,32012.0
206178,219142,364075.0
6299,301727,11516.0
38713,27407,27974.0
187733,77228,58628.0
