movieId,title,genres
1131,Jean de Florette (1986),Drama|Mystery
44199,Inside Man (2006),Crime|Drama|Thriller
185021,Stacker (2013),Documentary
204714,The Man with My Face (1951),Mystery|Thriller
8972,National Treasure (2004),Action|Adventure|Drama|Mystery|Thriller
160968,Unfair! (1970),(no genres listed)
141660,SoulBoy (2010),Comedy|Drama
101197,"Inheritance, The (Karami-ai) (1964)",Drama
153040,Cómo pasan las horas (2005),(no genres listed)
8742,Night Patrol (1984),Comedy
167238,Hot Times (1974),Comedy
131000,"The Yakuza Papers, Vol. 3: Proxy War (1973)",Action|Crime|Drama
118720,Nam's Angels (1970),Action|Drama|War
115973,Haider (2014),Crime|Drama|Romance
156039,The Animated Adventures of Tom Sawyer (1998),Children
128880,Bey Yaar (2014),Children|Comedy|Drama
165153,LEGO DC Comics Super Heroes: Batman: Be-Leaguered (2014),Action|Adventure|Animation|Children
78413,Bless the Beasts & Children (1971),Drama
195179,O'Mast (2011),(no genres listed)
142096,Krampus: The Christmas Devil (2013),Horror
114980,Grace Unplugged (2013),Drama|Musical
200472,The Legend of Time (2006),(no genres listed)
129458,The Unholy Four (1970),Western
197719,Taramani (2017),Drama|Romance
103819,Coffee Town (2013),Comedy
167022,Helium (2014),(no genres listed)
134689,Getting Gertie's Garter (1945),Comedy
178995,Strike a Pose (2016),Documentary
1132,Manon of the Spring (Manon des sources) (1986),Drama
165093,Perfect Strangers (1984),Thriller
188441,The Mohican Comes Home (2016),Comedy
3635,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller
188235,Flypaper (1998),Action|Comedy|Romance|Thriller
1214,Alien (1979),Horror|Sci-Fi
157206,Library Wars: The Last Mission (2015),Action|Comedy|Romance
68339,American Swing (2008),Documentary
139199,The Seventh Bullet (1974),(no genres listed)
201540,Last Breath (2019),Documentary
119200,Wheelmen (2005),Comedy
97039,"Man in Grey, The (1943)",Drama|Romance
8752,"Set-Up, The (1949)",Drama|Film-Noir|Romance
154721,"Nikki, Wild Dog of the North (1961)",Children
116899,Summer Days With Coo (2007),Animation
195863,The Old Man of the Mountain (1933),(no genres listed)
171713,American Beast (2014),Horror
59014,Superhero Movie (2008),Action|Comedy|Sci-Fi
116335,Cyborg Cop II (1994),Action|Sci-Fi
200538,"Dark, Almost Night (2019)",Crime|Drama|Thriller
135825,Dragon Ball: Yo! Son Goku and Friends Return!! (2008),Action|Adventure|Animation
194550,Doom Asylum (1987),Horror
106326,Things We Do For Love (Kaikella rakkaudella) (2013),Drama
174163,"Bob Kick, the Mischievous Kid (1903)",Comedy
6809,Tightrope (1984),Thriller
193369,Starie znakomie (1956),Animation
166946,The Founder (2016),Drama
123083,Heidi (1993),Children
6155,How to Lose a Guy in 10 Days (2003),Comedy|Romance
149906,"High Noon, Part II: The Return of Will Kane (1980)",Western
143035,Minutemen (2008),Adventure|Children|Comedy|Sci-Fi
132048,Dead Girls (2014),Horror
184175,Torn Apart (1990),Drama|Romance
4842,"Dogs of War, The (1980)",Drama|War
148853,Beltracchi - The Art of the Forgery (2014),Crime|Documentary
1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi
179153,The Little Vampire 3D (2017),Animation
181413,Too Funny to Fail: The Life and Death of The Dana Carvey Show (2017),(no genres listed)
3403,Raise the Titanic (1980),Drama|Thriller
110265,"Little Stiff, A (1991)",Comedy
87210,Wake (2009),Comedy|Drama|Romance
205271,Black Mother (2018),Documentary
125265,The Cyclops (1957),Horror|Sci-Fi
82765,Little Big Soldier (Da bing xiao jiang) (2010),Action|Adventure|Comedy|Drama|War
7775,"Thin Blue Lie, The (2000)",Drama
175445,Normal (2009),Crime|Drama|Thriller
31915,"Corn Is Green, The (1945)",Drama
2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller
177629,"Adventures of Petrov and Vasechkin, Both Usual and Unbelieveable (1983)",Children|Comedy
116572,"Dance, Fools, Dance (1931)",Crime|Drama|Romance
150252,The Rambler (2013),Comedy|Drama|Horror|Mystery
188249,The Envy of Gods (2000),Drama|Romance
157124,Drifters (2015),Drama
175375,Swineherd and Shepherd (1941),Comedy|Romance
138142,Friended to Death (2014),Comedy
200974,Je l'ai été trois fois (1952),Comedy
81989,"Devil, The (Diabel) (1972)",Drama|Horror
174681,"Oh, Hello: On Broadway (2017)",Comedy
72696,Old Dogs (2009),Comedy
124239,Pterodactyl Woman from Beverly Hills (1997),Comedy
183879,Adoption (1975),Drama
138713,Bombers B-52 (1957),Drama|Romance
184817,Lunch Meat (1987),Drama|Horror
171213,The Time Travelers (1964),Sci-Fi
6036,Secret Admirer (1985),Comedy|Romance
127713,Kill Panther Kill (1968),Action|Crime
72212,100 Men and a Girl (One Hundred Men and a Girl) (1937),Comedy
183811,Mrs. Harris (2006),Drama
189079,God Don't Make the Laws (2011),Drama
166403,The Blackout Experiments (2016),(no genres listed)
187837,Veera (1994),Children|Comedy
96710,Employees' Entrance (1933),Drama|Romance
186609,Blindspot (2008),Drama|Thriller
160698,Steel Cold Winter (2013),Mystery|Thriller
137664,Esmeralda Bay (1989),Action|Drama|War
195699,"Dunkles, rätselhaftes Österreich",Comedy|Documentary
198517,Death Metal (2016),Comedy|Horror
130988,A Little Chaos (2014),Drama|Romance
138058,Lovespell (1981),(no genres listed)
123629,Caroline? (1990),(no genres listed)
188499,The Ducksters (1950),(no genres listed)
198079,The Raft (2018),Documentary
179101,Nocturne (2017),Horror
162028,I Met a Murderer (1939),Thriller
138498,Scialla! (2011),Comedy
173883,How to Lose Weight in 4 Easy Steps! (2016),Drama
31367,"Chase, The (1994)",Action|Adventure|Comedy|Crime|Romance|Thriller
172269,Man Maid (2009),Comedy|Romance
70924,Voices (1979),Drama|Romance
178959,Ooga Booga (2013),Comedy|Fantasy|Horror
124318,The Grissom Gang (1971),Action|Crime|Drama|Thriller
26038,Teacher's Pet (1958),Comedy|Romance
69140,Sweeney Todd (2006),Crime|Drama|Horror|Thriller
205982,Kardec (2019),Drama
2183,"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller
148206,Escape from the Bronx (1983),Action|Sci-Fi
185155,Viejos amigos (2014),Adventure|Comedy|Drama
194044,Joe Rogan: Strange Times (2018),Comedy
132112,Good Kill (2014),Drama|Thriller
124209,Two Girls on Broadway (1940),Romance
141773,The Night Of The White Pants (2006),Comedy
163426,Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking (2016),Comedy
72267,Price of Glory (2000),Drama
128221,Ride 'Em Cowboy (1942),Comedy|Western
201314,Wine Country (2019),Comedy
132668,All I Want for Christmas (2007),Children|Drama
4547,Stormy Monday (1988),Crime|Drama
163232,Refuge (2013),Thriller
157785,Gunsmith Cats: Bulletproof! (1995),Action|Animation
163016,Bending the Rules (2013),(no genres listed)
153422,Risto Räppääjä ja liukas Lennart (2014),Children|Comedy
27373,61* (2001),Drama
86709,Cooking Up Dreams (De ollas y sueños) (2009),Documentary
166747,Perry Mason Returns (1985),Crime|Drama|Mystery|Thriller
7912,Finder's Fee (2001),Drama|Thriller
156545,Angry Indian Goddesses (2015),Comedy|Drama
26221,Dirty Dingus Magee (1970),Comedy|Western
125311,My Mom's a Werewolf (1989),Comedy|Horror
181855,Hello Aloha (1952),(no genres listed)
3108,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance
157687,You're Under Arrest: The Movie (1999),Action|Animation|Drama|Thriller
90753,Undertow (Contracorriente) (2009),Drama|Romance
2586,Goodbye Lover (1999),Comedy|Crime|Thriller
108813,Hammer (1972),Action|Crime|Drama
179391,Detonator (2013),(no genres listed)
4012,Punchline (1988),Comedy|Drama
151631,Jättiläinen (2016),Drama
170341,Casi treinta (2013),Comedy
138388,Crazy Me (2013),Comedy
177581,North of the Sun (2012),(no genres listed)
148168,Pek Yakında (2014),Action|Comedy|Drama
141916,The Rise of the Krays (2015),Crime
67983,Gardens of the Night (2008),Drama
146497,In the Land of the Head Hunters (1914),(no genres listed)
187203,The Moment (2013),Thriller
6517,"Babe, The (1992)",Drama
5007,Topkapi (1964),Adventure|Comedy|Thriller
91589,"Forty-first, The (Sorok pervyy) (1956)",Drama|Romance|War
74135,Backwood Philosopher (Havukka-ahon ajattelija) (2009),Comedy|Drama
175205,Soundtrack (2017),Drama
133071,"The Cynic, the Rat & the Fist (1977)",Action|Crime|Thriller
171791,Detective Story (2007),Horror
164528,A Brand New Life (2009),Drama
8922,Epidemic (1988),Drama|Horror|Thriller
192399,Under Wraps (1997),Children|Comedy|Horror
168502,Nightjohn (1996),Drama
124797,Voodoo Possession (2014),Drama|Horror|Mystery
131272,Last Flight Out (2004),Action
116351,Charlie Chan in Dangerous Money (1946),Crime|Mystery
157561,Thani Oruvan (2015),Action|Thriller
109179,S.O.S. Eisberg (1933),Adventure|Drama
157935,The Medic (1979),Drama|War
194020,Away from All Suns (2013),Documentary
145309,The Battle at Apache Pass (1952),Action|Western
128762,Rape of Innocence (1975),Drama|Thriller
66097,Coraline (2009),Animation|Fantasy|Thriller
194342,Time Share (2018),Drama
177679,The Wild Man of the Navidad (2008),Drama|Horror|Mystery
199289,Run the Race (2019),Drama
95949,"Immature, The (Immaturi) (2011)",Comedy
204568,Confusion of Genders (2000),Comedy|Drama|Romance
177657,Bullets for the Dead (2015),Horror|Western
139821,Vanaprastham (1999),Drama
103617,ATF (1999) ,Drama|Thriller
201032,Three Wise Cousins (2016),(no genres listed)
38384,Hail the Conquering Hero (1944),Comedy
142630,Macropolis (2012),Animation
196321,Nazi Overlord (2018),Action|Horror|Mystery
183999,From Bedrooms to Billions: The Amiga Years (2016),Documentary
122173,Scarlet Dawn (1932),Drama|Romance
32017,"Pacifier, The (2005)",Action|Comedy
5617,Secretary (2002),Comedy|Drama|Romance
2197,Firelight (1997),Drama
162074,The Yin and the Yang of Mr. Go (1970),Mystery|Thriller
196747,Where Is the Third King? (1966),Crime|Mystery
168726,The Master: A Lego Ninjago Short (2016),Action|Animation|Comedy
202980,Twisted Romance (2008),Drama|Romance
952,Around the World in 80 Days (1956),Adventure|Comedy
191729,Laundry (2002),Drama|Romance
4984,Morgan! (1966),Comedy|Drama|Fantasy
142681,Consolation Marriage (1931),Drama|Romance
197287,Miss Baek (2018),Crime|Drama|Thriller
97533,"Letter, The (2012)",Drama
109837,"Blackjack Ketchum, Desperado (1956)",Western
6885,In the Cut (2003),Crime|Drama|Mystery|Romance|Thriller
81172,Spring Subway (2002),Drama|Romance
7770,Treasure Island (1990),Adventure
153849,Beperkt houdbaar (2007),(no genres listed)
199356,Love Is Now (2014),Drama|Romance
6390,Silk Stockings (1957),Musical
7255,Win a Date with Tad Hamilton! (2004),Comedy|Romance
144094,Kill and Pray (1967),Western
133357,The Seven Five (2014),Documentary
150066,Blinker (1999),Children|Mystery
207620,O Casamento dos Trapalhões (1988),Children|Comedy
173787,Blood Freak (1972),Horror|Sci-Fi
104339,In a World... (2013),Comedy
89074,"Greatest Movie Ever Sold, The (POM Wonderful Presents: The Greatest Movie Ever Sold) (2011)",Documentary
178203,Generation Baby Buster (2011),Documentary
186465,Normal (2007),Drama
4704,Hatari! (1962),Adventure|Comedy
146712,The Mighty Angel (2014),Drama
68645,Man in the Middle (1963),Drama|War
172751,Mechenosets (2006),Action|Romance|Sci-Fi|Thriller
1558,Sudden Manhattan (1997),Comedy
143117,Hands of a Stranger (1962),Horror|Thriller
144980,Friends (1971),Drama|Romance
8335,Make Way for Tomorrow (1937),Drama
110811,Dead in the Water (2002),Crime|Thriller
50651,Kenny (2006),Comedy
136090,Il vigile (1960),(no genres listed)
52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX
4857,Fiddler on the Roof (1971),Drama|Musical
3689,Porky's II: The Next Day (1983),Comedy
4429,Moby Dick (1956),Drama
129417,Four Ways Out (1951),Crime|Drama
92613,Holding Trevor (2007),Drama|Romance
139100,Once Brothers (2010),Documentary
83134,Tucker & Dale vs Evil (2010),Comedy|Horror
206309,Film Study (1926),(no genres listed)
2361,Pink Flamingos (1972),Comedy
85997,Skeleton Man (2004),Action|Horror
206276,Guadalquivir (2013),Documentary
1203,12 Angry Men (1957),Drama
158912,One Starry Christmas (2014),Romance
173089,The She-Creature (1956),Fantasy|Horror|Romance
192401,The Westing Game (1997),Children|Horror|Mystery
82366,Hatchet II (2010),Comedy|Horror|Thriller
150234,Frenemies (2012),Children|Drama
53326,Them (Ils) (2006),Horror
2806,Teaching Mrs. Tingle (1999),Comedy|Thriller
196479,Wildwitch (2018),Adventure|Children|Fantasy|Sci-Fi
177863,The Land of the Wandering Souls (2000),(no genres listed)
200496,The Legend of Cocaine Island (2019),Documentary
172583,Investigation Held by Kolobki (1986),Animation
113793,Reel Bad Arabs: How Hollywood Vilifies a People (2006),Documentary
6293,XX/XY (2002),Drama|Romance
116933,The Fighting 69th (1940),Action|Adventure|Drama|War
91840,Roadie (2011),Comedy|Drama
27484,"Milwaukee, Minnesota (2003)",Drama
5813,"God is Great, I'm Not (Dieu est grand, je suis toute petite) (2001)",Comedy|Romance
190473,The Sea and Poison (1986),(no genres listed)
55110,December Boys (2007),Drama
121592,The Studio Murder Mystery (1932),Mystery
171065,The Anatomy of Hate (2009),(no genres listed)
121326,The Blood of Fu Manchu (1968),Adventure|Crime|Horror
7240,King David (1985),Action|Drama|War
118,If Lucy Fell (1996),Comedy|Romance
177977,The Secret Rivals (1976),Action
200816,Bright Eyes (1921),Comedy
6240,One Good Cop (1991),Action|Crime|Drama
5732,Eye of the Needle (1981),Thriller
201574,Persian Series #13 (2001),(no genres listed)
48997,Perfume: The Story of a Murderer (2006),Crime|Drama|Thriller
7587,"Samouraï, Le (Godson, The) (1967)",Crime|Drama|Thriller
7331,"Serpent's Egg, The (Schlangenei, Das) (1977)",Drama|Thriller
79191,Roadracers (1994),Drama
120274,America: Imagine the World Without Her (2014),Documentary
135729,Main Khiladi Tu Anari (1994),Action|Thriller
77837,You Don't Know Jack (2010),Drama
159851,Troublemakers: The Story of Land Art (2015),Documentary
109364,"King and the Mockingbird, The (Le roi et l'oiseau) (1980)",Animation|Children|Fantasy
176297,Lego Scooby-Doo! Blowout Beach Bash (2017),Comedy|Mystery
70961,Murder Ahoy (1964),Comedy|Crime|Drama|Mystery
177079,The Little Princess (1997),Children|Drama
69714,Kambakkht Ishq (Incredible Love) (2009),Action|Comedy|Musical
3393,Date with an Angel (1987),Comedy|Fantasy|Romance
162714,Lady Day at Emerson's Bar & Grill (2016),Drama
8698,"Comfort of Strangers, The (1990)",Drama
205389,Japan's War In Colour (2003),Documentary|War
171923,Design of Death (2012),Drama|Mystery
104374,About Time (2013),Drama|Fantasy|Romance
161594,Kingsglaive: Final Fantasy XV (2016),Action|Adventure|Animation|Drama|Fantasy|Sci-Fi
184947,Chatterbox (2009),Children|Comedy
180683,I Wonder Who's Kissing Her Now (1947),(no genres listed)
184031,Love: Yeu (2015),Romance
157445,Ghost of Dragstrip Hollow (1959),Comedy|Horror
205649,Too Beautiful to Lie (2004),Comedy|Romance
173325,The Northlander (2016),Adventure|Fantasy|Sci-Fi
104636,TT3D: Closer to the Edge (2011),Documentary
83562,Will It Snow For Christmas? (Y'aura-t-il de la neige à Noël?) (1996),Drama
4630,No Holds Barred (1989),Action
144708,Dark Summer (2015),Horror|Thriller
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance
173245,Pretty as a Picture: The Art of David Lynch (1997),Documentary
7895,Bring Me the Head of Alfredo Garcia (1974),Crime|Drama|Thriller
191367,The Predator (2018),Action|Adventure|Horror|Sci-Fi
182673,The Carmilla Movie (2017),Adventure|Comedy|Fantasy|Romance
163508,Certain Women (2016),Drama
143478,"Air: Eating, Sleeping, Waiting and Playing (1999)",Documentary
187703,Unna ja Nuuk (2006),(no genres listed)
34364,This Is My Life (1992),Comedy|Drama
185149,Mañana te cuento (2005),Comedy|Drama|Romance
179607,A Moving Romance (2017),Drama|Romance
205443,D-Day Assassins (2019),War
139443,Alucard (2008),Drama|Horror
149658,Boruto: Naruto the Movie (2015),Action|Animation|Fantasy
132844,Mr. Robinson (1976),Comedy
130247,That Gal... Who Was in That Thing: That Guy 2 (2015),Documentary
133499,The Ten Million Dollar Grab (1967),Crime|Thriller
197945,Mai Mai Miracle (2009),Animation
178137,America So Beautiful (2001),Drama
134631,Living Images (2013),Comedy|Drama|Romance
80097,Mother Joan of the Angels (Matka Joanna od aniolów) (1961),Drama|Horror
359,I Like It Like That (1994),Comedy|Drama|Romance
77451,Operator 13 (1934),Drama|Romance|War
26386,High Anxiety (1977),Comedy|Thriller
157979,The Prince of Chess (2005),(no genres listed)
162962,Puppet on a Chain (1971),Thriller
116387,Muddy River (1981),Drama
152091,The Brothers Grimsby (2016),Comedy
192319,Operation Finale (2018),Drama
175167,Joshua: Teenager vs. Superpower (2017),Documentary
190147,Jefe (2018),Comedy
172889,Program (2003),Animation|Sci-Fi
171669,Asssscat (2007),Comedy
139739,Forever Young (1983),Drama
2685,"Red Dwarf, The (Nain rouge, Le) (1998)",Comedy|Drama
199217,Mother (2017),Drama|Thriller
32090,"Low Life, The (1995)",Drama
178723,Cannibal Diner (2012),Horror|Mystery|Thriller
5486,Who Is Cletis Tout? (2001),Comedy
177245,Same Kind of Different as Me (2017),Drama
5302,Breakout (1975),Action|Adventure
168664,Ghostland: The View of the Ju'Hoansi (2016),Documentary
4029,State and Main (2000),Comedy|Drama
152419,Further Up the Creek (1958),(no genres listed)
160201,La pazza gioia (2016),Comedy|Drama
203326,Angelo My Love (1983),Drama
153746,A Night In the Woods (2012),(no genres listed)
117674,El Condor (1970),Action|Adventure|Romance|Western
148066,Pestonjee (1988),Comedy|Drama
135015,The Treasure of San Gennaro (1966),Comedy
196759,The Book of Stone (1969),Drama|Fantasy|Horror|Thriller
52078,Love and Honor (2006),Drama|Romance
162488,Matchmaking (2016),Comedy|Romance
3717,Gone in 60 Seconds (2000),Action|Crime
56313,"Shepherd of the Hills, The (1941)",Drama
203601,Buck Benny Rides Again (1940),Comedy|Western
202109,"Simon, King of the Witches (1971)",Drama|Horror
4511,High Spirits (1988),Comedy
5314,Behind the Sun (Abril Despedaçado) (2001),Drama
167476,Rara (2016),Children|Drama
174807,Meet Me in Venice (2015),Drama
188283,The Dog In Boots (1981),Adventure|Animation|Children
149386,I'm Not Ready for Christmas (2015),Children
105355,Blue Is the Warmest Color (La vie d'Adèle) (2013),Drama|Romance
7115,Deep Red (Profondo rosso) (1975),Horror|Mystery|Thriller
136850,Villain (1971),Crime|Drama|Thriller
113771,Exists (2014),Horror
46581,Brothers of the Head (2005),Drama
154335,Countdown at Kusini (1976),Drama
134176,The Light Thief (2011),Drama
181375,The Winner (2011),(no genres listed)
74339,Thank God It's Friday (1978),Comedy|Musical
174685,The Gathering Storm (2002),Drama
72913,Disco and Atomic War (Disko ja tuumasõda) (2009),Documentary
106336,So Young (Zhi wo men zhong jiang shi qu de qing chun) (2013),Drama
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical
197105,Vechera na khutore bliz Dikanki (2001),Children
8126,Shock Corridor (1963),Drama
192331,The Hat (1999),Animation
6902,Interstate 60 (2002),Adventure|Comedy|Drama|Fantasy|Mystery|Sci-Fi|Thriller
141610,Rocky Marciano (1999),Drama
130896,Politics of Love (2011),Comedy|Romance
207986,Ready to Mingle (2019),Comedy
26072,Murder She Said (1961),Comedy|Crime|Drama|Mystery
196555,The Arrows of Robin Hood (1976),Adventure
140062,The Devil's Eight (1969),Crime|Drama|Thriller
160768,Fair Game (1986),Action|Horror|Thriller
132240,Andy Hardy's Private Secretary (1941),Comedy|Romance
179725,Princess (2008),Children|Fantasy
205551,The Fellowship of the Farmers,(no genres listed)
177175,Massacre on Aisle 12 (2016),Comedy|Horror
143795,Tolgo Il Disturbo (1990),Comedy
139008,Beauty and the Least (2012),Drama|Romance
149384,Charming Christmas (2015),(no genres listed)
188345,At War as at War (1969),Drama|War
5598,Surf Ninjas (1993),Comedy
6722,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992),Action|Romance
65126,Choke (2008),Comedy|Drama
127234,Reality (2012),Comedy|Drama
158898,Love in Paradise (2016),Romance
81198,Where Love Has Gone (1964),Drama
174535,Mickey's House of Villains (2001),Animation|Children
136578,Les Petits princes (2013),Comedy|Drama
189693,Gurrumul (2018),Documentary
119607,Escape from Crime (1942),Crime|Drama
164604,Kicks (2016),Adventure
90245,Antonio Gaudí (1985),Documentary
73954,Air Force (1943),Action|Drama|War
175139,Popeye the Sailor Meets Sindbad the Sailor (1936),Animation|Comedy
135260,Problem Child 3 (1995),Comedy|Fantasy
141483,Lost Rivers (2013),Documentary
173333,The Man of Gold (1962),Drama|Romance
1193,One Flew Over the Cuckoo's Nest (1975),Drama
184927,Cherchez la Femme (2017),Comedy
193095,Male Companion (1964),Comedy
172967,Wild Weed (1949),Drama
115975,The Fifth Season (2012),Drama
7458,Troy (2004),Action|Adventure|Drama|War
185055,Closed for the Season (2010),Horror
183965,Face 2 Face (2017),Drama
162918,I Carabbinieri (1981),Comedy
202017,Nous finirons ensemble (2019),Comedy
206505,Phone Swap (2012),(no genres listed)
197601,Baazaar (2018),Crime|Drama|Thriller
134467,Fico d'India (1980),Comedy
26813,Calendar (1993),Drama
249,Immortal Beloved (1994),Drama|Romance
183747,Yoga arquitetura da paz (2017),Documentary
100721,The Reincarnation of Isabel (1973),Horror
73198,"Song of Ceylon, The (1934)",Documentary
33861,Danger: Diabolik (Diabolik) (1968),Action|Crime|Thriller
142468,Red Amnesia (2014),Thriller
177283,Off the Rails (2016),Documentary
120222,Foodfight! (2012),Action|Animation|Children|Comedy
193025,Hyperlight (2018),Sci-Fi
33318,In the Time of the Butterflies (2001),Crime|Drama
120422,"Gaily, Gaily (1969)",Comedy
150282,"White Out, Black In (2014)",Documentary|Drama
119954,Force of Execution (2013),Action|Crime
201480,Creep Nation (2019),(no genres listed)
129828,Lotte and the Moonstone Secret (2011),Animation|Children
86858,"Racket, The (1928)",Crime|Film-Noir
185555,Tiger by the Tail (1970),Drama|Thriller
4648,"Monkey's Mask, The (2000)",Crime|Mystery
8728,"Creeping Flesh, The (1973)",Horror|Sci-Fi
157083,The Silent Touch (1992),(no genres listed)
168490,Curumim (2016),Documentary
160960,Moonfire (1973),Action|Adventure|Drama
183581,Emmanuelle: First Contact (1994),Drama|Romance|Sci-Fi
196567,Wild Rose (2019),Comedy|Drama
138430,Un boss in salotto (2014),Comedy
91902,Elena (2011),Drama
121620,Thieves Fall Out (1941),Comedy
106983,Young & Beautiful (2013),Drama
130618,Baby (2015),Action|Crime|Mystery|Thriller
4958,Behind Enemy Lines (2001),Action|Drama|War
78235,Betrayal (1983),Drama|Thriller
183353,Proud Mary (2018),Action|Thriller
153222,Her Name Is Sabine (2008),Documentary
92894,Balkan Spy (Balkanski spijun) (1984),Comedy|Drama
100385,Midnight's Children (2012),Drama
181891,Slide Donald Slide (1949),Animation|Children|Comedy
7561,Paperhouse (1988),Fantasy|Horror|Thriller
101585,Two Little Boys (2012),Comedy
199576,Dokunmayın Şabanıma (1979),Comedy
118426,Touch the Top of the World (2006),Drama
126717,Highpoint (1982),Action|Comedy|Thriller
2508,"Breaks, The (1999)",Comedy
162734,Sole Proprietor (2016),Action|Crime|Drama
32277,Girl Crazy (1943),Comedy|Musical|Romance
3463,Last Resort (National Lampoon's Last Resort) (1994),Comedy
101383,Blood Games (1990) ,Action|Thriller
190995,The Mole Song: Undercover Agent Reiji (2014),Action|Comedy|Crime
199628,"Mirror, Mirror II: Raven Dance (1994)",Horror
27831,Layer Cake (2004),Crime|Drama|Thriller
120747,Let Freedom Ring (1939),Drama|Musical|Romance
139590,Hunt for the Labyrinth Killer (2013),Drama|Mystery|Thriller
190291,"Berlin, Schoenhauser Corner (1957)",Drama|Romance
142618,Flying Colors (2015),Comedy|Drama
78490,Othello (1965),Drama|Romance
53741,"Comedy of Power (Ivresse du pouvoir, L') (2006)",Drama
44856,"Curse of the Werewolf, The (1961)",Drama|Horror|Romance
198791,The Queen's Corgi (2019),Animation|Children|Comedy
188645,Exorcism (2017),Horror
96473,Prime Suspect: Inner Circles (1995),Drama|Mystery
181795,A Cowboy Needs A Horse (1956),Animation
162088,Johan Falk: Barninfiltratören (2012),Action|Crime|Thriller
164115,White People (2015),Thriller
131530,Lions (2012),Drama
78090,Sleep Furiously (2008),Documentary
131654,The Village (2010),(no genres listed)
162442,The Sender (1982),Horror|Thriller
116329,Curse of the Starving Class (1994),Drama
107846,MacGyver: Trail to Doomsday (1994),Action|Adventure
185653,WWE: The Top 25 Rivalries in Wrestling History (2013),(no genres listed)
132374,Le Président (1961),Drama|Mystery|Thriller
123627,The Incident (1990),Drama
826,Women Robbers (Diebinnen) (1995),Drama
152019,Jarhead 3: The Siege (2016),Action|Drama
133720,You Don't Choose Your Family (2011),Adventure|Comedy
3561,Stacy's Knights (1982),Drama
117738,The Eagle and the Hawk (1933),Action|Drama|War
7416,"Sunshine Boys, The (1975)",Comedy
185897,The Quarry (1990),Drama
185535,Imperfections (2016),Comedy|Crime|Mystery
171613,The Star (2002),Drama|War
2630,Besieged (a.k.a. L' Assedio) (1998),Drama
174809,The Glove (1979),Action|Adventure|Thriller
193157,Eternal (2004),Drama|Horror|Mystery|Thriller
2885,Guinevere (1999),Drama|Romance
191965,Comedy Central Roast of Bruce Willis (2018),Comedy
113317,Before Winter Comes (1969),Comedy|Drama|War
422,Blink (1994),Thriller
122799,The New Centurions (1972),Action|Crime|Drama
168108,Innocent Thing (2014),Drama|Horror|Thriller
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
155739,The Opium War (1997),Drama|War
55740,Last Hero in China (Wong Fei Hung ji Tit gai dau ng gung) (1993),Action|Comedy
