,Field_ID,Elevation,Latitude,Longitude,Location,Slope
60,23109,909.26044,-1.4333846244469477,-1.862369761172864,Rural_Kilimani,9.121588
61,7680,383.46628,-11.08007383909003,-8.628300719857318,Rural_Akatsi,6.539067
62,37139,717.6414,-2.645416104474501,-3.2002402636557425,Rural_Kilimani,10.938603
63,5396,709.2452,-10.49883941186492,-0.5199946442035108,Rural_Sokoto,1.2624784
64,12123,603.7494,-8.894812620452992,-3.3804248431147155,Rural_Hawassa,4.3008165
65,20386,459.53207,-14.70715689270408,-7.020153348185981,Rural_Hawassa,2.867474
66,35862,834.7159,-5.182121395387183,-3.587637109492535,Rural_Kilimani,18.581152
67,30839,674.2084,-7.817951937454536,-7.240879458023223,Rural_Akatsi,11.709434
68,6921,747.4178,-8.570402707583165,-1.1506406723099185,Rural_Sokoto,1.3789419
69,2182,344.45914,-11.332392660211006,-6.4750949953225865,Rural_Hawassa,21.846682
70,41249,545.2032,-0.4060865670258256,-3.002037226250871,Rural_Kilimani,10.295476
71,26350,585.1891,-5.452462989445372,0.7232789540634064,Rural_Kilimani,21.96423
72,2004,680.9612,-3.0013658699844505,-6.7273534065651495,Rural_Kilimani,31.381239
73,25561,507.23108,-7.133086565840455,-1.2407329620394052,Rural_Sokoto,10.975426
74,8474,568.6904,-8.552379934645952,-6.560682670565599,Rural_Akatsi,17.172949
75,14703,376.7257,-0.3024556226368542,-4.344412343220224,Rural_Kilimani,15.336854
76,16213,776.9175,-9.376921796523431,-2.0425543406318374,Rural_Sokoto,10.646531
77,41451,610.9348,-1.2621682815434276,-6.101211992945216,Rural_Kilimani,9.278497
78,18442,567.1401,-5.619173639114591,-0.8533361162026118,Rural_Kilimani,2.6829624
79,26458,744.86566,-4.348568147041098,-0.4569300413928701,Rural_Kilimani,9.13863
80,35134,826.1083,-2.9157576985326905,-1.5650652050655574,Rural_Kilimani,5.061548
81,17163,683.9345,-14.39626405953716,-6.146258137809959,Rural_Hawassa,17.144402
82,38092,736.43884,-3.528531978397922,-0.3488192937174859,Rural_Kilimani,2.530983
83,38365,469.52298,-9.23273961302573,-5.511107495217078,Rural_Hawassa,9.228676
84,8409,595.3719,-9.611217844707197,-2.5380619341440145,Rural_Hawassa,2.0598238
85,41801,737.3999,-2.6364047180058936,-2.610135765927604,Rural_Kilimani,0.5008781
86,23715,631.03644,-5.749838742909383,-0.1551208707990896,Rural_Sokoto,4.558887
87,39738,497.6068,-14.022291521089995,-6.736362635538097,Rural_Hawassa,7.9985347
88,44373,764.42444,-4.159329031200365,-1.294788335877097,Rural_Kilimani,16.099163
89,16313,718.968,-8.64699949256632,-0.0064685927454364,Rural_Sokoto,12.725033
90,1570,672.494,-7.18264919141779,-6.168781210242331,Rural_Hawassa,34.655468
91,19224,636.7583,-7.092535326731726,-2.74076958603536,Rural_Hawassa,5.922931
92,7613,680.74854,-7.015938541748572,-0.1731393287449869,Rural_Sokoto,17.115238
93,38394,378.82364,-12.508378594364132,-8.385051537587705,Rural_Akatsi,13.30753
94,18874,686.1873,-8.489300229365707,1.227795776548532,Rural_Sokoto,7.4993587
95,20544,459.43204,-9.43099011533507,-5.799402822351436,Rural_Hawassa,13.164362
96,646,758.08466,-10.111349793714847,-1.123612985391072,Rural_Sokoto,31.378008
97,21775,701.20154,-9.358899023586218,-0.6190961629059462,Rural_Sokoto,7.184972
98,27620,388.1572,-9.87254805229678,-6.912042600510596,Rural_Akatsi,5.3030796
99,44208,643.1573,-10.476310945693404,-1.3218160227959432,Rural_Sokoto,22.550077
100,3189,711.88837,-7.601678662207984,-4.024584714680546,Rural_Hawassa,1.7127155
101,31578,369.78412,-11.219750329353428,-8.72289762407328,Rural_Akatsi,24.896206
102,1388,585.7511,-7.223200430526518,-2.078591256523632,Rural_Sokoto,4.52347
103,18600,463.17465,-12.621020925221712,-8.880559131099881,Rural_Akatsi,1.3305372
104,18577,798.289,-1.12249179128003,-1.722726712092159,Rural_Kilimani,3.3962333
105,40234,598.0178,-1.9875848922662376,-4.664239971759902,Rural_Kilimani,19.143837
106,3861,628.43207,-9.87254805229678,-5.213802939109772,Rural_Hawassa,16.149405
107,10708,491.91196,-1.0909519386399076,-3.8669232076539446,Rural_Kilimani,19.73039
108,25434,769.1642,-8.218958635307517,-0.3578285226904347,Rural_Sokoto,19.388521
109,4336,339.7252,-6.335578863368793,-1.6686713382544671,Rural_Hawassa,21.680336
110,41928,796.3508,-7.867514563031871,-1.1416314433369694,Rural_Sokoto,4.876115
111,1644,795.21094,-4.231420122949215,-5.740842834027268,Rural_Kilimani,10.080604
112,44390,597.09717,-9.282302238603066,-7.77692858191367,Rural_Akatsi,8.757406
113,36556,459.17047,-11.02600552027839,-8.695869937154434,Rural_Akatsi,3.5356965
114,21026,689.879,-8.047742292403997,-7.011144119213031,Rural_Akatsi,12.036003
115,20779,680.05005,-9.841008199656658,-0.7181976816083819,Rural_Sokoto,1.9294587
116,42558,770.18756,-5.641702105286106,-4.659735357273428,Rural_Kilimani,7.614794
117,6660,768.82184,-3.843930504799143,-0.9794653218238932,Rural_Kilimani,5.0275955
118,14398,746.7498,-3.6411743092555007,-0.5650407890682543,Rural_Kilimani,2.553003
119,7330,530.631,-1.253156895074822,-3.916473967005162,Rural_Kilimani,15.18068
120,40376,904.1912,-7.727838072768472,-6.317433488295984,Rural_Akatsi,42.477123
121,4855,790.7851,-7.588161582505075,-0.5425177166358826,Rural_Sokoto,33.711464
122,44016,668.8469,-5.844458300829748,-2.488511174792797,Rural_Hawassa,14.157809
123,29028,623.66113,-14.887384622076205,-6.173285824728805,Rural_Hawassa,4.1246443
124,21155,737.1681,-7.831469017157445,-3.263304866466383,Rural_Hawassa,18.709253
125,9447,525.3842,0.2607560316510433,-3.5651140370601637,Rural_Kilimani,36.889824
126,11570,602.4487,-5.758850129377988,-8.231894645047577,Rural_Amanzi,14.06344
127,5688,773.7714,-4.136800565028848,-1.5110098312278657,Rural_Kilimani,17.475237
128,34826,796.44446,-7.43947370577307,-6.231845813052972,Rural_Hawassa,23.486315
129,42965,874.5884,-7.178143498183486,-7.754405509481297,Rural_Akatsi,20.04028
130,22091,489.95352,-1.5325098756016189,-5.204793710136823,Rural_Kilimani,23.698463
131,34551,362.7507,-11.476574843708708,-7.988645462777963,Rural_Akatsi,3.3069782
132,29643,393.69748,-12.621020925221712,-8.299463862344691,Rural_Akatsi,4.2143826
133,27036,317.19836,-9.859030972593873,-3.506554048735997,Rural_Hawassa,10.596356
134,9738,577.583,-6.515806592740921,-0.4479208124199216,Rural_Sokoto,8.397207
135,19849,676.0542,-8.701067811377957,-5.204793710136823,Rural_Hawassa,24.231682
136,24873,483.94836,-0.1447563594362417,-3.2272679505745883,Rural_Kilimani,3.5856297
137,29518,614.2358,-7.565633116333559,-2.1957112331719646,Rural_Sokoto,4.8814907
138,12203,634.5237,-9.349887637117613,-2.3804004271174124,Rural_Hawassa,3.5601125
139,18644,338.43475,-12.229025613837337,-8.641814563316741,Rural_Akatsi,7.981026
140,15119,608.1277,-7.403428159898644,-5.245335240515091,Rural_Hawassa,5.83556
141,8879,668.4095,-8.097304917981333,-7.993150077264437,Rural_Akatsi,11.379527
142,42430,649.1858,-6.182385293402486,-7.182319469699057,Rural_Amanzi,11.758632
143,23815,374.45523,-11.06655675938712,-8.92110066147815,Rural_Akatsi,23.314842
144,13745,743.4772,-8.137856157090061,-3.812867833816252,Rural_Hawassa,13.972545
145,4729,533.50653,-10.201463658400913,-5.479575193811757,Rural_Hawassa,36.957676
146,1866,429.6794,-0.5908199896322568,-3.911969352518688,Rural_Kilimani,10.363134
147,28028,638.26935,-6.853733585313659,-0.2316993170691532,Rural_Sokoto,9.697887
148,16233,442.31607,-10.679067141237049,-7.493137869265786,Rural_Hawassa,7.906821
149,12154,641.44617,-5.727310276737866,-7.934590088940271,Rural_Amanzi,5.3720555
150,35731,677.46655,-7.601678662207984,-5.236326011542143,Rural_Hawassa,12.327495
151,4408,363.7375,-11.305358500805188,-7.272411759428544,Rural_Hawassa,9.799233
152,2710,239.25795,-12.877845439576992,-6.524645754673803,Rural_Hawassa,7.6238174
153,35697,767.3484,-6.448221194226374,-7.646294761805914,Rural_Amanzi,10.849078
154,40492,666.95984,-2.7400356623948667,-4.2993661983554805,Rural_Kilimani,12.911469
155,2982,534.1084,-5.885009539938478,-0.8893730320944064,Rural_Sokoto,18.776329
156,25166,837.23285,-1.8704368681743555,-3.362406385168818,Rural_Kilimani,31.039873
157,43403,620.09814,-6.304039010728673,-2.875908020629589,Rural_Hawassa,9.491573
158,9270,500.32855,-7.259245976400943,-1.4434406139307503,Rural_Sokoto,3.0449567
159,44739,708.3541,-7.890043029203387,-0.7181976816083819,Rural_Sokoto,12.764147
160,40056,570.6675,-5.916549392578599,-3.7948493758703545,Rural_Hawassa,25.662413
161,3211,917.1353,-3.6411743092555007,-2.808338803332475,Rural_Kilimani,16.941868
162,42113,551.5326,-13.918660576701024,-6.470590380836112,Rural_Hawassa,5.2290335
163,37002,703.3599,-7.660252674253925,-5.794898207864961,Rural_Hawassa,7.259696
164,6747,396.17255,-9.859030972593873,-3.925483195978111,Rural_Hawassa,7.230681
165,32051,1022.13354,-4.4612104778986765,-4.150713920301827,Rural_Kilimani,12.563234
166,297,812.96906,-8.214452942073216,-0.0695331955560771,Rural_Sokoto,11.302348
167,10159,799.35675,-4.407142159087039,-5.029113745164324,Rural_Kilimani,6.5312996
168,24293,794.1614,-8.926352473093115,0.0250637086598839,Rural_Sokoto,1.9820317
169,34278,639.4631,-9.120097282168151,-1.465963686363122,Rural_Sokoto,5.4345727
170,5576,842.554,-8.358635125570917,0.1016421549299477,Rural_Sokoto,3.698488
171,14831,611.71234,-8.669527958737834,-4.137200076842404,Rural_Hawassa,14.459661
172,3673,795.9156,-3.420395340774645,-0.668646922257164,Rural_Kilimani,11.987268
173,23808,842.5878,-7.655746981019622,-0.3533239082039603,Rural_Sokoto,18.014141
174,33969,641.85486,-5.695770424097745,-1.934443592956453,Rural_Hawassa,10.20253
175,25089,832.8712,-3.767333719815989,-0.9118961045267782,Rural_Kilimani,7.9627376
176,24095,508.8209,-7.015938541748572,-0.6641423077706896,Rural_Sokoto,12.644486
177,31079,235.23508,-12.454310275552494,-7.376017892617454,Rural_Akatsi,10.051492
178,20033,746.5847,-4.758586231362685,-5.880485883107974,Rural_Kilimani,10.3004055
179,17951,840.87164,-4.154823337966061,-4.619193826895159,Rural_Kilimani,7.839346
180,30870,629.72546,-10.039258701965998,-9.53372823163866,Rural_Akatsi,16.705343
181,26848,385.8537,-10.615987435956804,-5.984092016296883,Rural_Hawassa,3.3845272
182,36977,293.50955,-13.049061782480512,-7.2273656145638,Rural_Hawassa,2.4684594
183,1444,644.47266,-1.1134804048114226,-6.398516549052522,Rural_Kilimani,5.4385824
184,22812,735.7917,-7.601678662207984,-0.2091762446367815,Rural_Sokoto,10.967901
185,1232,749.7395,-3.136536667013546,-0.9254099479862016,Rural_Kilimani,8.029209
186,40519,708.6726,-7.926088575077812,-5.988596630783357,Rural_Hawassa,5.388003
187,43930,656.48004,-6.84021650561075,-6.168781210242331,Rural_Amanzi,9.558772
188,30912,401.50967,-10.80973224503184,-8.281445404398795,Rural_Akatsi,25.353107
189,14757,585.0743,-8.444243297022677,-4.957039913380734,Rural_Hawassa,0.37514654
190,28811,778.28925,-7.205177657589306,-7.9841408482914895,Rural_Akatsi,3.876205
191,10385,653.0688,-7.8089405509859295,-1.3938898545795324,Rural_Sokoto,6.338085
192,15207,747.023,-3.807884958924717,-0.4253977399875499,Rural_Kilimani,12.005184
193,31266,586.2007,-1.190077189794577,-4.015575485707598,Rural_Kilimani,39.819324
194,5504,667.496,-8.06576506534121,0.6196728208744966,Rural_Sokoto,5.9822187
195,10592,748.20746,-4.154823337966061,-1.335329866255366,Rural_Kilimani,13.152989
196,18005,613.4636,-5.925560779047206,-1.0965852984722264,Rural_Sokoto,11.118365
197,16235,688.63477,-14.585503175377893,-5.948055100405089,Rural_Hawassa,2.5060813
198,19108,402.39825,-12.427276116146675,-8.794971455856869,Rural_Akatsi,17.431797
199,42085,630.41345,-9.277796545368762,-0.056019352096654,Rural_Sokoto,2.244286
200,40028,723.94275,-8.908329700155903,-7.443587109914568,Rural_Akatsi,18.0124
201,16100,684.0361,-2.5598079330227392,-2.848880333710744,Rural_Kilimani,5.9594846
202,564,431.3645,-9.327359170946096,-7.083217950996622,Rural_Akatsi,20.883362
203,29861,860.88916,-4.8487000960487485,-3.628178639870805,Rural_Kilimani,12.278118
204,8909,698.92773,-7.953122734483631,-7.448091724401043,Rural_Akatsi,17.939735
205,2111,833.18524,-2.4066143630564323,-0.9794653218238932,Rural_Kilimani,19.479332
206,43576,411.26138,-9.877053745531082,-6.876005684618803,Rural_Akatsi,21.753748
207,31571,798.12103,-6.781642493564808,-8.03819622212918,Rural_Amanzi,1.4956666
208,24830,580.6723,-8.980420791904752,-6.934565672942969,Rural_Akatsi,5.999847
209,24862,416.33923,-10.922374575889418,-9.042725252612955,Rural_Akatsi,3.3266792
210,9354,724.5819,-8.196430169136002,-3.8939508945727903,Rural_Hawassa,1.8867223
211,11987,731.7884,-4.262959975589338,-2.8804126351160644,Rural_Kilimani,7.211006
212,3899,764.61456,-3.1275252805449387,-1.4028990835524813,Rural_Kilimani,7.201251
213,17075,673.3799,-2.8121267541437174,-6.601224200943867,Rural_Kilimani,2.76646
214,14261,757.1491,-4.114272098857333,-1.1416314433369694,Rural_Kilimani,1.4599929
215,40226,730.5115,-8.255004181181942,-7.502147098238734,Rural_Akatsi,12.091201
216,36710,608.57294,-6.92582467706251,-6.421039621484893,Rural_Akatsi,10.602878
217,26540,441.2696,-11.084579532324332,-8.177839271209885,Rural_Akatsi,9.411427
218,18035,556.58154,-9.494069820615314,-7.749900894994824,Rural_Akatsi,15.1181965
219,34479,408.72238,-9.489564127381012,-7.123759481374891,Rural_Akatsi,5.356321
220,10853,328.99985,-13.733927154094594,-7.056190264077775,Rural_Hawassa,11.758385
221,37559,662.96875,-6.538335058912436,-7.317457904293287,Rural_Amanzi,21.48692
222,17002,303.12317,-13.359954615647432,-6.839968768727007,Rural_Hawassa,0.5050355
223,26182,700.394,-8.34962373910231,-7.173310240726109,Rural_Akatsi,1.9536524
224,25668,829.98035,-8.268521260884853,-0.18665317220441,Rural_Sokoto,7.725165
225,24280,522.3504,-9.859030972593873,-2.9434772379267047,Rural_Hawassa,6.25932
226,16987,432.54065,-10.836766404437656,-7.925580859967323,Rural_Akatsi,10.667967
227,11396,596.96045,-5.429934523273857,-1.389385240093058,Rural_Kilimani,26.081364
228,6939,855.2364,-2.735529969160563,-8.01567314969681,Rural_Kilimani,13.283992
229,30879,626.6314,-7.628712821613803,1.0431065826030843,Rural_Sokoto,19.314589
230,8510,768.90674,-8.822721528704143,-4.655230742786953,Rural_Hawassa,5.695223
231,19382,632.4924,-8.746124743720989,-1.5020006022549166,Rural_Sokoto,8.469669
232,16169,643.86774,-9.025477724247786,-1.758763627983954,Rural_Sokoto,23.342066
233,32932,513.3883,-9.512092593552527,-4.420990789490288,Rural_Hawassa,19.313427
234,11470,603.406,-8.83623860840705,-0.1776439432314611,Rural_Sokoto,4.8836975
235,31850,549.1137,-1.2982138274178538,-6.41653500699842,Rural_Kilimani,6.398175
236,32908,612.5021,-1.2801910544806407,-4.186750836193622,Rural_Kilimani,7.3738832
237,18842,687.5948,-10.151901032823575,-9.267955976936674,Rural_Akatsi,8.772305
238,19736,945.3568,-1.573061114710347,-1.916425135010556,Rural_Kilimani,1.0674825
239,15499,320.72507,-14.152956624884787,-7.452596338887518,Rural_Hawassa,4.949014
240,41314,375.8042,-11.742410744532595,-8.659833021262639,Rural_Akatsi,12.344337
241,10189,505.25302,-10.92688026912372,-9.524719002665712,Rural_Akatsi,39.932186
242,2608,817.6941,-4.429670625258554,-1.4344313849578014,Rural_Kilimani,18.070463
243,14695,668.15155,-5.344326351822097,-0.4434161979334472,Rural_Kilimani,3.270398
244,30789,479.31125,-9.440001501803676,-5.605704399433039,Rural_Hawassa,8.776728
245,2348,783.677,-5.97512340462454,-7.637285532832965,Rural_Amanzi,24.1422
246,44630,679.1616,-7.308808601978278,-5.664264387757205,Rural_Hawassa,8.133283
247,37929,834.3536,-5.132558769809849,-5.844448967216178,Rural_Kilimani,10.367101
248,13205,507.50168,-9.827491119953748,-2.749778815008308,Rural_Hawassa,5.0141234
249,14856,674.843,-5.997651870796057,0.1647067577405885,Rural_Sokoto,32.795967
250,44842,648.79944,-9.084051736293729,-2.6461726818193982,Rural_Hawassa,3.5610461
251,6181,628.17474,-6.763619720627595,-2.227243534577285,Rural_Hawassa,18.625628
252,19892,855.8754,-2.366063123947704,-7.9841408482914895,Rural_Kilimani,8.040479
253,41659,782.8814,-3.10049112113912,-3.3128556258176003,Rural_Kilimani,4.0686026
254,884,765.71216,-8.209947248838912,-1.560560590579083,Rural_Sokoto,15.156538
255,3831,640.91986,-9.196694067151306,-5.020104516191375,Rural_Hawassa,25.823397
256,11912,428.64127,-11.6072399475035,-8.894072974559304,Rural_Akatsi,13.345416
257,41458,682.3821,-10.832260711203354,-1.2587514199853025,Rural_Sokoto,3.485978
258,11605,1003.4345,-3.5645775242723463,-2.592117307981707,Rural_Kilimani,23.123165
259,22393,363.24857,-10.503345105099225,-3.515563277708946,Rural_Hawassa,8.931987
260,34315,828.5322,-4.348568147041098,-6.601224200943867,Rural_Kilimani,10.721512
261,38499,680.2488,-5.502025615022708,-7.231870229050275,Rural_Amanzi,7.1811347
262,44502,276.6052,-11.3233812737424,-8.34901462169591,Rural_Akatsi,6.2444873
263,7949,392.29877,-10.863800563843476,-6.051661233593999,Rural_Hawassa,5.8429794
264,28844,865.6767,-1.883953947877265,-1.3308252517688917,Rural_Kilimani,4.7197785
265,3125,617.0832,-8.282038340587762,-7.020153348185981,Rural_Akatsi,24.603285
266,24543,425.1166,-10.030247315497393,-3.767821688951509,Rural_Hawassa,28.446945
267,21785,724.34436,-6.295027624260065,-7.29943944634739,Rural_Amanzi,33.23951
268,38048,709.637,-3.267201770808338,-2.1191327869019005,Rural_Kilimani,1.0190023
269,44929,759.17444,-5.758850129377988,-5.749852063000217,Rural_Kilimani,8.772279
270,43256,571.6264,-9.309336398008885,-2.7002280556570906,Rural_Hawassa,6.7860394
271,12608,241.63023,-11.805490449812838,-6.443562693917266,Rural_Hawassa,7.4265685
272,25171,205.86292,-12.684100630501955,-6.493113453268482,Rural_Hawassa,2.5347846
273,43953,-576.6772,-1.6676806726307127,-6.299415030350088,Rural_Kilimani,33.286556
274,10877,623.46893,-7.475519251647495,-5.15073833629913,Rural_Hawassa,5.945678
275,24802,649.87897,-5.623679332348894,-2.164178931766644,Rural_Hawassa,1.7971578
276,36467,760.1914,-4.25394858912073,-1.213705275120559,Rural_Kilimani,3.5463595
277,42197,739.4803,-2.866195072955355,-3.1281664318721525,Rural_Kilimani,4.8144636
278,34762,324.78577,-11.016994133809783,-6.191304282674703,Rural_Hawassa,5.94897
279,12048,343.0155,-11.071062452621424,-7.015648733699506,Rural_Hawassa,26.664206
280,42501,587.8492,-7.250234589932337,-5.186775252190925,Rural_Hawassa,13.920897
281,8156,934.379,-1.4333846244469477,-2.05606818409126,Rural_Kilimani,1.7503169
282,41225,358.92273,-12.810260041062444,-8.479648441803665,Rural_Akatsi,5.8213706
283,38334,286.18732,-14.071854146667333,-7.466110182346941,Rural_Hawassa,2.1547751
284,13857,725.47546,-8.074776451809816,-4.168732378247725,Rural_Hawassa,5.289767
285,14295,606.73157,-2.330017578073278,-5.006590672731952,Rural_Kilimani,4.210642
286,15427,289.57983,-14.121416772244666,-7.77692858191367,Rural_Hawassa,7.264153
287,41024,941.4087,-3.1725822128879706,-7.461605567860466,Rural_Kilimani,47.578197
288,35874,357.36966,-9.620229231175802,-3.907464738032213,Rural_Hawassa,15.401091
289,13424,661.64307,-9.097568815996636,-0.7947761278784455,Rural_Sokoto,6.083312
290,34438,783.41394,-3.352809942260098,-1.4028990835524813,Rural_Kilimani,9.942962
291,14092,764.39703,-4.240431509417821,-2.155169702793696,Rural_Kilimani,3.0007794
292,7168,658.92554,-7.876525949500477,-1.348843709714789,Rural_Sokoto,9.220897
293,5847,718.57117,-5.758850129377988,-7.339980976725658,Rural_Amanzi,8.00111
294,8374,882.8078,-4.844194402814447,-5.677778231216628,Rural_Kilimani,17.539904
295,7175,565.0046,-6.9078019041252965,-0.758739211986651,Rural_Sokoto,8.778391
296,14848,440.38754,-10.15640672605788,-7.524670170671107,Rural_Akatsi,4.3889933
297,19297,680.658,-9.241750999494336,-4.682258429705799,Rural_Hawassa,6.6492567
298,19425,731.3761,-7.236717510229427,-7.101236408942518,Rural_Akatsi,44.89459
299,28777,488.46014,-7.051984087622998,-3.975033955329328,Rural_Hawassa,10.768364
300,14189,875.1697,-1.9154938005173872,-2.015526653712991,Rural_Kilimani,0.9729097
301,37880,684.38824,-4.591875581693468,-0.5560315600953059,Rural_Kilimani,3.5154161
302,16711,498.5915,-1.104469018342817,-3.3128556258176003,Rural_Kilimani,12.230188
303,853,562.77136,-6.200408066339699,-2.848880333710744,Rural_Hawassa,7.9385934
304,43921,458.29102,-12.621020925221712,-8.885063745586356,Rural_Akatsi,6.227432
305,44305,837.0132,-4.555830035819042,-3.3533971561958698,Rural_Kilimani,3.4069543
306,30860,835.15094,-3.870964664204962,-4.258824667977212,Rural_Kilimani,8.7935095
307,35042,317.6713,-12.99949915690318,-6.556178056079124,Rural_Hawassa,11.950118
308,18515,605.04285,-1.8704368681743555,-3.4434894459253567,Rural_Kilimani,2.928153
309,15239,692.51575,-9.336370557414703,-4.812892249813555,Rural_Hawassa,6.2819767
310,7336,622.3093,-6.583391991255468,-2.155169702793696,Rural_Hawassa,10.346278
311,37642,681.86475,-6.966375916171238,-7.200337927644955,Rural_Akatsi,6.0851283
312,13168,535.9712,-5.844458300829748,-1.6371390368491463,Rural_Hawassa,10.1466875
313,27146,567.9796,-7.935099961546419,-3.5606094225736893,Rural_Hawassa,3.4237268
314,22678,544.7251,-6.867250665016568,-1.7407451700380567,Rural_Sokoto,14.144229
315,12958,130.45479,-12.562446913175773,-6.276891957917715,Rural_Hawassa,3.4851966
316,19931,617.6244,-7.042972701154392,-5.4705659648388085,Rural_Hawassa,1.604985
317,15107,876.63837,-3.7357938671758655,-2.8038341888460003,Rural_Kilimani,7.5542545
318,37509,713.039,-7.831469017157445,-7.011144119213031,Rural_Akatsi,5.7504606
